Player,S#,Division,Tier,Position,Win %
mbp,31,F6,F,6,27%
FN2187,31,F7,F,1,65%
FrenziedHavoc,31,F7,F,2,58%
Savaahn,31,F7,F,3,53%
PeasantKing,31,F7,F,4,50%
Ravenshard,31,F7,F,5,47%
hbockerman,31,F7,F,6,27%
ygsaber,31,F8,F,1,79%
AJay887,31,F8,F,2,46%
Chakary,31,F8,F,3,25%
bell22,31,F9,F,1,78%
Shump,31,F9,F,2,61%
qwerty2582,31,F9,F,3,33%
Book Baker,31,F9,F,4,28%
LovesTha,31,F10,F,1,58%
severly,31,F10,F,2,56%
TonyWild,31,F10,F,3,52%
Gwen45,31,F10,F,4,44%
natianceno,31,F10,F,5,40%
cruiskeen,31,F11,F,1,73%
Gasku,31,F11,F,2,65%
iparres,31,F11,F,3,54%
Elsebel,31,F11,F,4,46%
InspiringLeader,31,F11,F,5,13%
jordana,31,F12,F,1,73%
Constantine,31,F12,F,2,57%
eh1414,31,F12,F,3,53%
MadTVFan,31,F12,F,4,50%
Nieuwjaar,31,F12,F,5,40%
Pinschi,31,F12,F,6,27%
okurka,31,F13,F,1,68%
eselka,31,F13,F,2,60%
vlatkam,31,F13,F,3,57%
Kaleostro,31,F13,F,4,52%
vuzman,31,F13,F,5,40%
Denise,31,F13,F,6,23%
tracer,30,A1,A,1,63%
markus,30,A1,A,2,53%
jonts,30,A1,A,3,48%
RTT,30,A1,A,4,48%
SamE,30,A1,A,5,47%
Mic Qsenoch,30,A1,A,6,40%
Bryan,30,B1,B,1,65%
gloures,30,B1,B,2,55%
aku chi,30,B1,B,3,55%
Sicomatic,30,B1,B,4,53%
Qvist,30,B1,B,5,37%
Gazbag,30,B1,B,6,35%
singletee,30,B2,B,1,58%
E.Honda,30,B2,B,2,57%
mikechike,30,B2,B,3,53%
Seprix,30,B2,B,4,47%
swordfishtrombone,30,B2,B,5,45%
tufftaeh,30,B2,B,6,40%
ceviri,30,C1,C,1,65%
GreyEK,30,C1,C,2,62%
Micha1980,30,C1,C,3,55%
elementmario222,30,C1,C,4,52%
Lemonspawn,30,C1,C,5,43%
Darkness,30,C1,C,6,23%
gamesou,30,C2,C,1,68%
Earl,30,C2,C,2,57%
bouchon,30,C2,C,3,50%
MVP,30,C2,C,4,48%
nasmith99,30,C2,C,5,40%
irrationalE,30,C2,C,6,37%
xyrix,30,C3,C,1,72%
wharf_rat,30,C3,C,2,57%
Anders,30,C3,C,3,53%
skumpy,30,C3,C,4,50%
fiercelord,30,C3,C,5,35%
Huevos Locos,30,C3,C,6,33%
Rabid,30,C4,C,1,72%
Burning Skull,30,C4,C,2,50%
Jean-Michel,30,C4,C,3,50%
Chris is me,30,C4,C,4,28%
robertox,30,D1,D,1,72%
DG,30,D1,D,2,61%
Sharapopovamaria,30,D1,D,3,33%
belov,30,D1,D,4,33%
heth,30,D2,D,1,60%
hockeysemlan,30,D2,D,2,57%
nessuno,30,D2,D,3,53%
Dr.Kondor,30,D2,D,4,50%
BRoh,30,D2,D,5,47%
ricardo.thaler,30,D2,D,6,33%
Sharur,30,D3,D,1,77%
coinflip,30,D3,D,2,57%
sameep,30,D3,D,3,53%
Memories,30,D3,D,4,45%
SaintO,30,D3,D,5,37%
ipofanes,30,D3,D,6,32%
ospond,30,D4,D,1,70%
amoffett11,30,D4,D,2,63%
Quickrick,30,D4,D,3,53%
nholden212,30,D4,D,4,47%
jurkoern,30,D4,D,5,40%
geokarlaw,30,D4,D,6,27%
Cave-o-sapien,30,D5,D,1,77%
crlundy,30,D5,D,2,63%
rsilverstein12,30,D5,D,3,60%
lrlusher,30,D5,D,4,50%
hissingfauna,30,D5,D,5,27%
volfied,30,D5,D,6,23%
michaelvanabel,30,D6,D,1,65%
ryan.echternacht,30,D6,D,2,60%
adoliner,30,D6,D,3,50%
MastahMan,30,D6,D,4,49%
Elegant_chaos,30,D6,D,5,26%
kaplane,30,D7,D,1,70%
geeday,30,D7,D,2,58%
yakko,30,D7,D,3,53%
pacheo,30,D7,D,4,50%
pablojavier,30,D7,D,5,45%
St0ve,30,D7,D,6,23%
Personman,30,D8,D,1,58%
JakeTheZipper,30,D8,D,2,55%
missouriben,30,D8,D,3,50%
bobbydj18,30,D8,D,4,50%
thepilferer,30,D8,D,5,48%
420dragon,30,D8,D,6,39%
Apostolosoruler,30,E1,E,1,67%
della,30,E1,E,2,60%
Malta,30,E1,E,3,54%
Beth,30,E1,E,4,17%
schleeki,30,E1,E,5,53%
avanderpadt,30,E2,E,1,63%
Joe Cool,30,E2,E,2,62%
christensendrg,30,E2,E,3,58%
640er,30,E2,E,4,42%
chrismertens,30,E2,E,5,40%
Simboubou,30,E2,E,6,35%
presheaf,30,E3,E,1,72%
Schlafi,30,E3,E,2,53%
lafintatartaruga,30,E3,E,3,44%
mark1878,30,E3,E,4,31%
yakfox,30,E4,E,1,77%
kotge91,30,E4,E,2,58%
noisenow42,30,E4,E,3,54%
cyberlady,30,E4,E,4,46%
Jampee,30,E4,E,5,15%
Thwart,30,E5,E,1,71%
Cytryn,30,E5,E,2,52%
BaniD,30,E5,E,3,50%
Ares,30,E5,E,4,42%
zwiebacke,30,E5,E,5,35%
Quantumhover,30,E6,E,1,61%
thales0,30,E6,E,2,61%
cenestpasmoi,30,E6,E,3,56%
Bonxie,30,E6,E,4,22%
k1511asd,30,E7,E,1,71%
hierarch,30,E7,E,2,58%
andc,30,E7,E,3,46%
Faeael,30,E7,E,4,38%
Werlix,30,E7,E,5,38%
RICHARDNIXON,30,E8,E,1,67%
NBSchlueter,30,E8,E,2,58%
Filbert66,30,E8,E,3,54%
real77,30,E8,E,4,42%
stonedmason,30,E8,E,5,29%
jdawson7,30,E9,E,1,82%
secretCaveDweller,30,E9,E,2,75%
connerevans,30,E9,E,3,53%
TrinaCat,30,E9,E,4,37%
sodaswirlee,30,E9,E,5,30%
islandwonder,30,E9,E,6,23%
mstang107,30,E10,E,1,72%
Lectorslunchable,30,E10,E,2,65%
thegilf,30,E10,E,3,53%
ThousandDerps,30,E10,E,4,50%
CoweringCow,30,E10,E,5,40%
supernick,30,E10,E,6,20%
kylf,30,E11,E,1,68%
alion8me,30,E11,E,2,60%
jshirles06,30,E11,E,3,52%
seekermd,30,E11,E,4,50%
dragoonkain,30,E11,E,5,40%
goragon,30,E11,E,6,30%
jmjjmj,30,E12,E,1,82%
ttw001,30,E12,E,2,52%
Boon2,30,E12,E,3,43%
rtbrice,30,E12,E,4,43%
Chambeco,30,E12,E,5,43%
jc645,30,E12,E,6,37%
theballgame,30,E13,E,1,73%
billdacat,30,E13,E,2,69%
sillygoose,30,E13,E,3,52%
Nikkicola11,30,E13,E,4,29%
slamradio,30,E13,E,5,27%
Sunsfan69420,30,E14,E,1,63%
karenttrouble,30,E14,E,2,55%
pwu55,30,E14,E,3,50%
monomandan,30,E14,E,4,47%
tyentzen,30,E14,E,5,45%
StormCrow42,30,E14,E,6,40%
captaincjones,30,E15,E,1,60%
UltimateGeek,30,E15,E,2,53%
Hamlet the Dane,30,E15,E,3,52%
JudeanPeoplesFront,30,E15,E,4,50%
willjayjoe,30,E15,E,5,47%
mglagrla,30,E15,E,6,38%
MtMagus,30,E16,E,1,60%
bizaff,30,E16,E,2,60%
BostonQuad,30,E16,E,3,57%
halishuman,30,E16,E,4,42%
jgoyes,30,E16,E,5,42%
erinblack,30,E16,E,6,40%
phy phor,30,F1,F,1,67%
Haypon,30,F1,F,2,61%
eselka,30,F1,F,3,39%
Denise,30,F1,F,4,33%
marfik57,30,F2,F,1,83%
sir,30,F2,F,2,33%
Vali1987,30,F2,F,3,33%
harkne,30,F3,F,1,80%
cruiskeen,30,F3,F,2,63%
MadTVFan,30,F3,F,3,53%
okurka,30,F3,F,4,43%
sombrebarbe,30,F3,F,5,42%
Pinschi,30,F3,F,6,18%
louda,30,F4,F,1,67%
grebst,30,F4,F,2,65%
omarelko,30,F4,F,3,46%
vlatkam,30,F4,F,4,44%
ILLegaL_UA,30,F4,F,5,29%
boxingkoala,30,F5,F,1,69%
Ronbon,30,F5,F,2,47%
LovesTha,30,F5,F,3,44%
Gwen45,30,F5,F,4,39%
alibby1152,30,F6,F,1,77%
Augie279,30,F6,F,2,50%
bell22,30,F6,F,3,48%
TintinS3D,30,F6,F,4,45%
mbp,30,F6,F,5,43%
JerTheVillageSmithy,30,F6,F,6,37%
Durgle,30,F7,F,1,57%
Ravenshard,30,F7,F,2,56%
Chakary,30,F7,F,3,51%
frankenclunker,30,F7,F,4,48%
Skanina,30,F7,F,5,30%
chelseacat,30,F7,F,6,58%
dornado,30,F8,F,1,78%
qwerty2582,30,F8,F,2,47%
Guynexdoor,30,F8,F,3,44%
Book Baker,30,F8,F,4,31%
SpicyAvocado,30,F9,F,1,70%
devalion,30,F9,F,2,59%
AJay887,30,F9,F,3,57%
complexdigs,30,F9,F,4,35%
Benvolio87,30,F9,F,5,55%
Prismatic70,30,F9,F,6,24%
GaryOfPgh2,30,F10,F,1,90%
TheAgileBeast,30,F10,F,2,67%
senor.cs,30,F10,F,3,67%
mfrisch01,30,F10,F,4,28%
Robear,30,F10,F,5,25%
hbockerman,30,F10,F,6,23%
trollolol,30,F11,F,1,60%
jrsaba,30,F11,F,2,54%
Snowdrop,30,F11,F,3,54%
Nerdochaos,30,F11,F,4,48%
AbigailAdams,30,F11,F,5,33%
jcmatador21,30,F12,F,1,65%
gbay,30,F12,F,2,57%
bfly76,30,F12,F,3,57%
Savaahn,30,F12,F,4,52%
Witz,30,F12,F,5,45%
supergirladira,30,F12,F,6,25%
schnaigs,30,F13,F,1,67%
FrenziedHavoc,30,F13,F,2,63%
Luther,30,F13,F,3,63%
Billy Bigalow,30,F13,F,4,40%
SaturnNation,30,F13,F,5,18%
Mic Qsenoch,29,A1,A,1,60%
RTT,29,A1,A,2,57%
markus,29,A1,A,3,57%
tracer,29,A1,A,4,55%
gloures,29,A1,A,5,37%
Sicomatic,29,A1,A,6,35%
SamE,29,B1,B,1,63%
Seprix,29,B1,B,2,53%
Bryan,29,B1,B,3,52%
tufftaeh,29,B1,B,4,48%
drsteelhammer,29,B1,B,5,43%
elementmario222,29,B1,B,6,40%
jonts,29,B2,B,1,70%
aku chi,29,B2,B,2,62%
singletee,29,B2,B,3,50%
Gazbag,29,B2,B,4,48%
irrationalE,29,B2,B,5,40%
Lemonspawn,29,B2,B,6,30%
topher1588,29,C1,C,1,67%
Freaky,29,C1,C,2,63%
GreyEK,29,C1,C,3,60%
Darkness,29,C1,C,4,43%
4est,29,C1,C,5,37%
Cave-o-sapien,29,C1,C,6,30%
mikechike,29,C2,C,1,70%
Rabid,29,C2,C,2,60%
Anders,29,C2,C,3,48%
bouchon,29,C2,C,4,43%
adoliner,29,C2,C,5,42%
pacheo,29,C2,C,6,37%
Qvist,29,C3,C,1,65%
skumpy,29,C3,C,2,57%
xyrix,29,C3,C,3,50%
Chris is me,29,C3,C,4,50%
DG,29,C3,C,5,47%
geeday,29,C3,C,6,32%
swordfishtrombone,29,C4,C,1,65%
gamesou,29,C4,C,2,60%
MVP,29,C4,C,3,54%
Huevos Locos,29,C4,C,4,52%
michaelvanabel,29,C4,C,5,19%
wharf_rat,29,D1,D,1,75%
phoenix9797,29,D1,D,2,58%
uwmonk,29,D1,D,3,45%
nholden212,29,D1,D,4,40%
soysauce101,29,D1,D,5,40%
Hannibal6,29,D1,D,6,42%
Earl,29,D2,D,1,67%
amoffett11,29,D2,D,2,67%
SaintO,29,D2,D,3,56%
goudenband,29,D2,D,4,31%
yahas,29,D2,D,5,29%
jsanders,29,D3,D,1,67%
Memories,29,D3,D,2,65%
hissingfauna,29,D3,D,3,63%
lrlusher,29,D3,D,4,53%
srmccorkle,29,D3,D,5,33%
erinblack,29,D3,D,6,18%
fiercelord,29,D4,D,1,67%
St0ve,29,D4,D,2,47%
420dragon,29,D4,D,3,44%
xer,29,D4,D,4,42%
chinmayisswag,29,D5,D,1,77%
jurkoern,29,D5,D,2,65%
rsilverstein12,29,D5,D,3,53%
MastahMan,29,D5,D,4,48%
mhf187,29,D5,D,5,30%
connerevans,29,D5,D,6,27%
Jimmmy,29,D6,D,1,70%
coinflip,29,D6,D,2,67%
nessuno,29,D6,D,3,47%
ipofanes,29,D6,D,4,47%
TehLemur,29,D6,D,5,42%
BaniD,29,D6,D,6,28%
Adler,29,D7,D,1,63%
BRoh,29,D7,D,2,58%
felixx,29,D7,D,3,57%
trulpen,29,D7,D,4,50%
fiordos,29,D7,D,5,40%
twasa,29,D7,D,6,32%
Micha1980,29,D8,D,1,72%
heth,29,D8,D,2,68%
ejk,29,D8,D,3,52%
gopz,29,D8,D,4,43%
christensendrg,29,D8,D,5,33%
Cytryn,29,D8,D,6,32%
Sharur,29,E1,E,1,92%
jk,29,E1,E,2,56%
Hamlet the Dane,29,E1,E,3,31%
Wavyhill,29,E1,E,4,22%
jp gerber,29,E2,E,1,73%
karenttrouble,29,E2,E,2,67%
sillygoose,29,E2,E,3,52%
tokosertok,29,E2,E,4,37%
StormCrow42,29,E2,E,5,37%
storyteller,29,E2,E,6,35%
Elegant_chaos,29,E3,E,1,58%
Chambeco,29,E3,E,2,57%
willjayjoe,29,E3,E,3,49%
Malkoir,29,E3,E,4,43%
monomandan,29,E3,E,5,32%
tdfriese,29,E3,E,6,61%
geokarlaw,29,E4,E,1,56%
MtMagus,29,E4,E,2,54%
pwu55,29,E4,E,3,48%
Leslie Knope,29,E4,E,4,46%
Klaghills,29,E4,E,5,46%
Honkeyfresh,29,E5,E,1,58%
McSenn,29,E5,E,2,58%
mglagrla,29,E5,E,3,33%
volfied,29,E6,E,1,58%
jdsdog10,29,E6,E,2,58%
jshirles06,29,E6,E,3,50%
supernick,29,E6,E,4,33%
pablojavier,29,E7,E,1,73%
jc645,29,E7,E,2,55%
rtbrice,29,E7,E,3,53%
CoweringCow,29,E7,E,4,48%
jgoyes,29,E7,E,5,40%
Nemesis101,29,E7,E,6,30%
themaninorange,29,E8,E,1,65%
dragoonkain,29,E8,E,2,65%
jmjjmj,29,E8,E,3,50%
UltimateGeek,29,E8,E,4,50%
Sunsfan69420,29,E8,E,5,35%
dornado,29,E8,E,6,35%
Cartwheelman,29,E9,E,1,67%
captaincjones,29,E9,E,2,57%
Boon2,29,E9,E,3,53%
slamradio,29,E9,E,4,50%
JudeanPeoplesFront,29,E9,E,5,43%
schnaigs,29,E9,E,6,30%
Quickrick,29,E10,E,1,83%
real77,29,E10,E,2,53%
TrinaCat,29,E10,E,3,53%
islandwonder,29,E10,E,4,47%
BostonQuad,29,E10,E,5,33%
PeasantKing,29,E10,E,6,30%
missouriben,29,E11,E,1,83%
Werlix,29,E11,E,2,57%
Faeael,29,E11,E,3,50%
stonedmason,29,E11,E,4,50%
andc,29,E11,E,5,43%
sapphirestarfish,29,E11,E,6,17%
DerErklaerbaer,29,E12,E,1,70%
squiddylove,29,E12,E,2,53%
kleinermunchner,29,E12,E,3,52%
Freerk,29,E12,E,4,48%
Jampee,29,E12,E,5,20%
Puk,29,E12,E,6,57%
sameep,29,E13,E,1,77%
wehmsi,29,E13,E,2,53%
mark1878,29,E13,E,3,52%
Tommy_G,29,E13,E,4,43%
chrismertens,29,E13,E,5,40%
marfik57,29,E13,E,6,35%
belov,29,E14,E,1,71%
Malta,29,E14,E,2,54%
Apostolosoruler,29,E14,E,3,50%
bobsmirnov,29,E14,E,4,48%
cleo516,29,E14,E,5,27%
Dr.Kondor,29,E15,E,1,70%
MamWidelec,29,E15,E,2,57%
avanderpadt,29,E15,E,3,50%
Linvoysblues,29,E15,E,4,48%
della,29,E15,E,5,47%
quadroskeptic,29,E15,E,6,28%
robertox,29,E16,E,1,88%
Ares,29,E16,E,2,56%
Ingix,29,E16,E,3,46%
noisenow42,29,E16,E,4,38%
warpig,29,E16,E,5,23%
sodaswirlee,29,F1,F,1,83%
Grunkzzz,29,F1,F,2,57%
chelseacat,29,F1,F,3,52%
camcam,29,F1,F,4,50%
Nerdochaos,29,F1,F,5,32%
Book Baker,29,F1,F,6,27%
theballgame,29,F2,F,1,83%
Snowdrop,29,F2,F,2,61%
Guynexdoor,29,F2,F,3,36%
kingskid2002,29,F2,F,4,19%
seekermd,29,F3,F,1,62%
AJay887,29,F3,F,2,53%
WestCoastDidds,29,F3,F,3,53%
bfly76,29,F3,F,4,47%
Adg89,29,F3,F,5,47%
Durgle,29,F3,F,6,38%
Nikkicola11,29,F4,F,1,67%
senor.cs,29,F4,F,2,60%
Lo4dpeebl,29,F4,F,3,44%
hbockerman,29,F4,F,4,27%
mennuti.r,29,F4,F,5,53%
jlazarow,29,F5,F,1,81%
Witz,29,F5,F,2,56%
AbigailAdams,29,F5,F,3,44%
qwerty2582,29,F5,F,4,19%
pscamp01,29,F6,F,1,67%
Supernova888,29,F6,F,2,58%
agentphage,29,F6,F,3,57%
Malanosaurus,29,F6,F,4,52%
Benvolio87,29,F6,F,5,42%
supergirladira,29,F6,F,6,25%
superqam,29,F7,F,1,68%
TheForeverMan,29,F7,F,2,58%
TintinS3D,29,F7,F,3,52%
JulzoftheGlen,29,F7,F,4,47%
mfkanz,29,F7,F,5,30%
mrstain,29,F7,F,6,45%
bizaff,29,F8,F,1,77%
bell22,29,F8,F,2,63%
JerTheVillageSmithy,29,F8,F,3,50%
frankenclunker,29,F8,F,4,47%
G.L. Morrison,29,F8,F,5,37%
mbp,29,F8,F,6,27%
hierarch,29,F9,F,1,83%
boxingkoala,29,F9,F,2,71%
Gwen45,29,F9,F,3,38%
WilburDes,29,F9,F,4,31%
LovesTha,29,F9,F,5,27%
cyberlady,29,F10,F,1,73%
eselka,29,F10,F,2,56%
cruiskeen,29,F10,F,3,52%
sir,29,F10,F,4,50%
Dihan.eira,29,F10,F,5,19%
jonvs,29,F11,F,1,65%
zwiebacke,29,F11,F,2,60%
omarelko,29,F11,F,3,56%
Vali1987,29,F11,F,4,35%
cremke,29,F11,F,5,33%
Beth,29,F12,F,1,64%
Xylos,29,F12,F,2,56%
elanor,29,F12,F,3,53%
grebst,29,F12,F,4,28%
thales0,29,F13,F,1,71%
MadTVFan,29,F13,F,2,58%
phy phor,29,F13,F,3,54%
Pythagorwalrus,29,F13,F,4,42%
Smutje,29,F13,F,5,25%
Mic Qsenoch,28,A1,A,1,75%
markus,28,A1,A,2,57%
Sicomatic,28,A1,A,3,52%
tracer,28,A1,A,4,48%
Dan Brooks,28,A1,A,5,40%
E.Honda,28,A1,A,6,28%
RTT,28,B1,B,1,67%
Gazbag,28,B1,B,2,60%
jonts,28,B1,B,3,60%
singletee,28,B1,B,4,40%
Anders,28,B1,B,5,40%
Burning Skull,28,B1,B,6,33%
gloures,28,B2,B,1,60%
drsteelhammer,28,B2,B,2,57%
Bryan,28,B2,B,3,53%
Seprix,28,B2,B,4,50%
Rabid,28,B2,B,5,42%
topher1588,28,B2,B,6,38%
elementmario222,28,C1,C,1,60%
xyrix,28,C1,C,2,57%
GreyEK,28,C1,C,3,53%
DG,28,C1,C,4,52%
EngageWolverine,28,C1,C,5,13%
Mediocre,28,C1,C,6,65%
kingdedede777,28,C2,C,1,52%
gamesou,28,C2,C,2,49%
Awaclus,28,C2,C,3,48%
skumpy,28,C2,C,4,47%
Memories,28,C2,C,5,45%
BlueGreen,28,C2,C,6,59%
Lemonspawn,28,C3,C,1,56%
Qvist,28,C3,C,2,52%
mikechike,28,C3,C,3,50%
Freaky,28,C3,C,4,46%
Jimmmy,28,C3,C,5,46%
aku chi,28,C4,C,1,67%
tufftaeh,28,C4,C,2,55%
Chris is me,28,C4,C,3,48%
4est,28,C4,C,4,48%
amoffett11,28,C4,C,5,47%
wharf_rat,28,C4,C,6,35%
bouchon,28,D1,D,1,80%
nessuno,28,D1,D,2,62%
6000j,28,D1,D,3,58%
fiordos,28,D1,D,4,45%
Tommy_G,28,D1,D,5,28%
marfik57,28,D1,D,6,27%
cay,28,D2,D,1,67%
Micha1980,28,D2,D,2,58%
xer,28,D2,D,3,52%
deLord8000,28,D2,D,4,44%
jp gerber,28,D2,D,5,29%
Darkness,28,D3,D,1,62%
Mykonian,28,D3,D,2,60%
coinflip,28,D3,D,3,57%
BRoh,28,D3,D,4,47%
della,28,D3,D,5,38%
Puk,28,D3,D,6,37%
Huevos Locos,28,D4,D,1,63%
JakeTheZipper,28,D4,D,2,60%
SaintO,28,D4,D,3,53%
tdantino33,28,D4,D,4,50%
Sharur,28,D4,D,5,43%
Ackem,28,D4,D,6,30%
adoliner,28,D5,D,1,65%
hissingfauna,28,D5,D,2,65%
uwmonk,28,D5,D,3,50%
jurkoern,28,D5,D,4,38%
WalrusRunner,28,D5,D,5,33%
pacheo,28,D6,D,1,63%
Diedre,28,D6,D,2,63%
goudenband,28,D6,D,3,46%
michaeljb,28,D6,D,4,46%
MtMagus,28,D6,D,5,33%
geeday,28,D7,D,1,68%
420dragon,28,D7,D,2,56%
rwilson,28,D7,D,3,56%
Robz888,28,D7,D,4,55%
TrinaCat,28,D7,D,5,33%
mskap,28,D7,D,6,31%
MVP,28,D8,D,1,63%
phoenix9797,28,D8,D,2,60%
AJ,28,D8,D,3,53%
fiercelord,28,D8,D,4,50%
real77,28,D8,D,5,40%
UltimateGeek,28,D8,D,6,33%
christensendrg,28,E1,E,1,77%
gopz,28,E1,E,2,66%
belov,28,E1,E,3,45%
Combo1,28,E1,E,4,40%
drenfrew,28,E1,E,5,40%
King Julian 90,28,E1,E,6,33%
twasa,28,E2,E,1,69%
Simboubou,28,E2,E,2,56%
avanderpadt,28,E2,E,3,52%
yakfox,28,E2,E,4,44%
Freerk,28,E2,E,5,29%
BaniD,28,E3,E,1,67%
TehLemur,28,E3,E,2,61%
sameep,28,E3,E,3,47%
noisenow42,28,E3,E,4,25%
ejk,28,E4,E,1,67%
Linvoysblues,28,E4,E,2,56%
dali.vs.mondriaan,28,E4,E,3,44%
cleo516,28,E4,E,4,33%
ipofanes,28,E5,E,1,63%
Ingix,28,E5,E,2,53%
Malta,28,E5,E,3,53%
BexB,28,E5,E,4,48%
Ares,28,E5,E,5,43%
mojohn83,28,E5,E,6,38%
yahas,28,E6,E,1,75%
Deaks,28,E6,E,2,58%
hakim,28,E6,E,3,57%
andc,28,E6,E,4,41%
Faeael,28,E6,E,5,37%
qwertzuiop1337,28,E6,E,6,33%
nholden212,28,E7,E,1,81%
soysauce101,28,E7,E,2,52%
stonedmason,28,E7,E,3,44%
dornado,28,E7,E,4,42%
PeasantKing,28,E7,E,5,31%
erinblack,28,E8,E,1,81%
turtle01,28,E8,E,2,79%
littlestdube,28,E8,E,3,40%
Filbert66,28,E8,E,4,29%
sapphirestarfish,28,E8,E,5,21%
connerevans,28,E9,E,1,73%
NBSchlueter,28,E9,E,2,58%
zaq.hack,28,E9,E,3,46%
Quickrick,28,E9,E,4,46%
elliottjf,28,E9,E,5,27%
jakey,28,E10,E,1,72%
Hamlet the Dane,28,E10,E,2,53%
volfied,28,E10,E,3,50%
Pilot5266,28,E10,E,4,25%
mhf187,28,E11,E,1,72%
Klaghills,28,E11,E,2,50%
Wavyhill,28,E11,E,3,50%
missouriben,28,E11,E,4,48%
JudeanPeoplesFront,28,E11,E,5,43%
supernick,28,E11,E,6,37%
St0ve,28,E12,E,1,83%
ruinmysleep,28,E12,E,2,53%
monomandan,28,E12,E,3,47%
Leslie Knope,28,E12,E,4,47%
Nemesis101,28,E12,E,5,43%
WestCoastDidds,28,E12,E,6,27%
srmccorkle,28,E13,E,1,83%
willjayjoe,28,E13,E,2,50%
Mr. Catawba,28,E13,E,3,46%
Samneuman,28,E13,E,4,42%
schnaigs,28,E13,E,5,29%
Kupe,28,E14,E,1,63%
jshirles06,28,E14,E,2,55%
Honkeyfresh,28,E14,E,3,53%
martin_dalpe,28,E14,E,4,45%
geokarlaw,28,E14,E,5,43%
danielwendt7,28,E14,E,6,40%
Hannibal6,28,E15,E,1,63%
Elegant_chaos,28,E15,E,2,52%
BaumDZ,28,E15,E,3,50%
leahm91,28,E15,E,4,44%
lindre3000,28,E15,E,5,42%
Rainsquad,28,E16,E,1,63%
mglagrla,28,E16,E,2,54%
Cartwheelman,28,E16,E,3,52%
jgoyes,28,E16,E,4,48%
Arkyguy13,28,E16,E,5,33%
chrismertens,28,F1,F,1,60%
Makqvist,28,F1,F,2,58%
cyberlady,28,F1,F,3,48%
chramm,28,F1,F,4,46%
Beth,28,F1,F,5,38%
warpig,28,F2,F,1,73%
cruiskeen,28,F2,F,2,73%
elanor,28,F2,F,3,47%
eselka,28,F2,F,4,47%
jonvs,28,F2,F,5,33%
Dihan.eira,28,F2,F,6,27%
Jampee,28,F3,F,1,65%
Haypon,28,F3,F,2,62%
sir,28,F3,F,3,57%
grebst,28,F3,F,4,43%
Vali1987,28,F3,F,5,37%
Little DJ,28,F3,F,6,37%
The Little Prince,28,F4,F,1,58%
ClouduHieh,28,F4,F,2,50%
dogggy,28,F4,F,3,50%
boxingkoala,28,F4,F,4,42%
islandwonder,28,F5,F,1,78%
Calcifer437,28,F5,F,2,56%
TheForeverMan,28,F5,F,3,39%
mbp,28,F5,F,4,28%
BostonQuad,28,F6,F,1,67%
frankenclunker,28,F6,F,2,63%
chelseacat,28,F6,F,3,46%
bell22,28,F6,F,4,40%
G.L. Morrison,28,F6,F,5,35%
StormCrow42,28,F7,F,1,67%
slamradio,28,F7,F,2,58%
Jsmo10,28,F7,F,3,57%
Nikkicola11,28,F7,F,4,46%
Nodyar,28,F7,F,5,38%
TJ_Moose,28,F7,F,6,34%
kmp5040,28,F8,F,1,67%
Book Baker,28,F8,F,2,58%
senor.cs,28,F8,F,3,48%
kimcase,28,F8,F,4,47%
Looneygoons,28,F8,F,5,43%
supergirladira,28,F8,F,6,37%
dragoonkain,28,F9,F,1,75%
bitless,28,F9,F,2,58%
Guynexdoor,28,F9,F,3,51%
AbigailAdams,28,F9,F,4,38%
aahmad02,28,F9,F,5,28%
Chambeco,28,F10,F,1,83%
tokosertok,28,F10,F,2,70%
Snowdrop,28,F10,F,3,53%
TintinS3D,28,F10,F,4,43%
Witz,28,F10,F,5,27%
kingskid2002,28,F10,F,6,23%
cu_sidhe,28,F11,F,1,61%
Y_U_DU_DIS,28,F11,F,2,61%
trymata,28,F11,F,3,44%
mmmariah23,28,F11,F,4,33%
