Name,User #,Discord,Time Zone,TZ#,Tier,Zone,Division
Saidso85,7329,@Saidso85#1958,America/Los_Angeles,-7:00,H,AMW,H36
Samothy,,@TeacherSam#1308,Asia/Bangkok,7:00,H,AS,H47
SamSmith2505,,@SamSmith2505#9673,America/Denver,-6:00,H,AMW,H38
SauceyGuy,,@Saucey#3041,America/Los_Angeles,-7:00,H,AMW,H42
scarbu,7338,@Scarlan#0188,America/Vancouver,-7:00,H,AMW,H34
schipje,7409,@schipje#2104,Europe/Berlin,2:00,H,EU,H50
Schorschi92,,@Schorschi92#9136,Europe/Berlin,2:00,H,EU,H
Scwhite3,,@Scwhite3#7179,America/Los_Angeles,-7:00,H,AMW,H38
seakaygeez,,@seakaygeez#1700,Europe/Berlin,2:00,H,EU,H52
SebasRegalado,,@Sebastian Regalado#7131,America/Toronto,-4:00,H,AME,H16
Seereelen,,@seereelen#6126,America/Los_Angeles,-7:00,H,AMW,H35
sentedavid,,@sentedavid#2147,Pacific/Honolulu,-10:00,H,AMW,H17
sequoiac,7277,@sequoiac#9085,America/Los_Angeles,-7:00,H,AMW,H32
severly,1885,@Everly#4972,America/New_York,-4:00,H,AME,H17
sgbern,,@sgbern#1151,America/New_York,-4:00,H,AME,H25
sgraaf,,@SynonymOfHeat#7721,Europe/Berlin,2:00,H,EU,H62
shmooly375,,@shmooly375#8781,America/New_York,-4:00,H,AME,H28
SiggyDootch,,@SiggyDootch#7380,America/Los_Angeles,-7:00,H,AMW,H37
slimharpo,,@Wilmes#3469,America/Chicago,-5:00,H,AME,H24
SloJo,,@sloanj928#7968,America/Chicago,-5:00,H,AME,H11
Smogilski,,@Smogilski#4687,America/New_York,-4:00,H,AME,H21
snharrison66,,@hammerson#2552,Europe/Paris,2:00,H,EU,H56
Snipetious,,@Snipetious#0849,Europe/London,1:00,H,EU,H
Snowdrop,6060,@Snowdrop#6678,America/New_York,-4:00,H,AME,H5
Snyderman67,,@snyderman67#1075,America/Chicago,-5:00,H,AME,H29
socally,,@socally#8779,America/Chicago,-5:00,H,AME,H7
sovereignator,7264,@Sovereignator#7798,America/Los_Angeles,-7:00,H,AMW,H46
spaceman2020,,@spaceman2020#2470,Asia/Bangkok,7:00,H,AS,H14
splashfalkon,,@splashfalkon#4077,America/New_York,-4:00,H,AME,H10
Squonk2,,@Squonk2#9163,America/New_York,-4:00,H,AME,H6
srimeruva,7316,@srimeruva#7024,America/Los_Angeles,-7:00,H,AMW,H35
StavroX,,@StavroX#4759,Europe/Berlin,2:00,H,EU,H61
StingrayCommander1,,@StingrayCommander1#0207,Europe/London,1:00,H,EU,H56
StorminScot,7249,@StorminScot#4704,America/Denver,-6:00,H,AMW,H41
supdawg,,@supercooldude#2883,America/Los_Angeles,-7:00,H,AMW,H38
SuperGraceless,7087,@SuperGraceless#1035,America/Chicago,-5:00,H,EU,H50
supernick,5866,@supernick#5042,America/New_York,-4:00,H,AME,H2
Superor,,@Superor#1438,America/Toronto,-4:00,H,AME,H8
Swantje,,@Swantje#6613,Europe/Berlin,2:00,H,EU,H55
tastehumanity,7423,@tastehumanity (he/they)#3731,America/Chicago,-5:00,H,AME,H4
tattema,,@tattema#1561,America/Los_Angeles,-7:00,H,AMW,H35
tdpf103,,@Tom's Tavern#1358,Europe/London,1:00,H,EU,H55
tgtruth23,,@tgtruth23#9463,America/Los_Angeles,-7:00,H,AMW,H45
The Educator,7260,@The Educator#0018,America/New_York,-4:00,H,AME,H26
The Neuroscientist,,@The Neuroscientist#5202,America/New_York,-4:00,H,AME,H28
Theadtraylor,,@Theadtraylor#8095,America/Los_Angeles,-7:00,H,AMW,H45
TheDILFslayer,,@TheDILFslayer#7697,America/Los_Angeles,-7:00,H,AMW,H
thedinnerman,,@thedinnerman#6873,America/New_York,-4:00,H,AME,H1
TheMooche,,@TheMooche#4624,Europe/London,1:00,H,EU,H50
theshampooguy,7133,@theshampooguy#7324,America/Los_Angeles,-7:00,H,AMW,H30
thetexan,7210,@thetexan#9135,America/Chicago,-5:00,H,AME,H25
thetreuqu,,@thetreuqu#8755,America/Los_Angeles,-7:00,H,AMW,H
ThisIsJustin,,@ThisIsJustin#1906,America/Denver,-6:00,H,AMW,H36
thommyp,,@thommyp#8836,Europe/Stockholm,2:00,H,EU,H63
tommygecko,,@tommygecko#2962,Asia/Taipei,8:00,H,AS,H48
torenx,,@toren#5774,America/New_York,-4:00,H,AME,H22
travelhacker,,@travelhacker#3981,America/Toronto,-4:00,H,AME,H13
Tungsten_Dioxide,,@Tungsten#2013,Europe/Paris,2:00,H,EU,H
Turbalence,,@theDisturba#8886,America/New_York,-4:00,H,AME,H16
tuscanb,,@tuscanb#0123,America/Indiana/Indianapolis,-4:00,H,AME,H16
umamidaddy,,@besavage10#4861,America/Chicago,-5:00,H,AME,H13
Umamilicious,,@Umamilicious#2044,America/Los_Angeles,-7:00,H,AMW,H38
Uncle Vernon,,@unclevernon#0586,America/New_York,-4:00,H,AME,H6
UncleBoonmee,,@UncleBoonmee#0723,America/Los_Angeles,-7:00,H,AMW,H32
Usernamegottaken,6587,@chubbster#2538,Europe/London,1:00,H,EU,H64
usnoberger,,@usnoberger#3424,America/New_York,-4:00,H,AME,H4
vaavdor,7403,@vaavdor#5079,Europe/Paris,2:00,H,EU,H55
Valspar888,,@Valspar888#8300,America/New_York,-4:00,H,AME,H24
Victor Lum,,@VLum#3546,America/New_York,-4:00,H,AME,H27
vietca,,@playdo#2014,America/Los_Angeles,-7:00,H,AMW,H34
violaninja,,@violaninja#1068,America/New_York,-4:00,H,AME,H25
wa1mer,7406,@wa1mer#8219,America/Chicago,-5:00,H,AME,H29
walesfourever,7181,@walesfourever#4325,America/Chicago,-5:00,H,AME,H22
Warryx,,@Warryx#9050,Europe/Berlin,2:00,H,EU,H54
WereDrakon,,@WereDrakon#1940,America/Chicago,-5:00,H,AME,H16
WesSpice,,@WesSpice#4420,America/Chicago,-5:00,H,AME,H14
wfuller92,,@wade#0394,America/Los_Angeles,-7:00,H,AMW,H31
Whapperson,,@whapperson#6310,America/Indiana/Indianapolis,-4:00,H,AME,H18
whiteyoshi,7427,@bryhenning#2490,America/Chicago,-5:00,H,AME,H9
Whomanist,,@LordNecron#7174,Europe/Warsaw,2:00,H,EU,H55
Wilkotek,7294,@Wilkotek#4158,Europe/London,1:00,H,EU,H57
Witz,5881,@witz#2234,America/New_York,-4:00,H,AME,H5
woundedsatelite,,@maxsternburg#3014,America/New_York,-4:00,H,AME,H27
yetimangoku,,@stumpy#5257,America/Denver,-6:00,H,AMW,H39
YodWisdom,7069,@YodWisdom#8797,America/New_York,-4:00,H,AS,H49
Yoyomann,,@Yoyomann#1192,America/New_York,-4:00,H,AME,H10
Zeej96,,@Zeej96#1714,Europe/London,1:00,H,EU,H51
Zingaro,,@Zingaro#6571,Asia/Seoul,9:00,H,AS,H47
Zodians,,@Zodians#8790,Asia/Hong_Kong,8:00,H,AS,H47
Zoe123,,@Zoe#3132,America/Chicago,-5:00,H,AME,H17
zonnestraal,,@zonnestraal#0262,Europe/Amsterdam,2:00,H,EU,H52
zsaffir,,@ZS#8158,America/Chicago,-5:00,H,AME,G4
ZWade,,@zwade#7796,America/Chicago,-5:00,H,AME,G5
zwiebacke,6121,@zwiebacke#5326,Europe/Berlin,2:00,H,EU,H52
