Score,Season,Players,Score,P1,P2,P1 Wins,P2 Wins,Tier
,37,,,scolapasta,leapoffaith24,3,0,E13
,37,,,scolapasta,dylanmatthews,1,1,E13
,37,,,scolapasta,leapoffaith24,1,2,E13
,37,,,scolapasta,trollolol,4,0,E13
,37,,,scolapasta,trollolol,0,2,E13
,37,,,leapoffaith24,trollolol,3,3,E13
,37,,,vmaria22,temidayo1234,2,2,E14
,37,,,BobMathrotus,Redly,4,0,E14
,37,,,temidayo1234,vmaria22,1,1,E14
,37,,,Spiraler,temidayo1234,2,0,E14
,37,,,Spiraler,temidayo1234,4,0,E14
,37,,,vmaria22,BobMathrotus,4,2,E14
,37,,,BobMathrotus,lake-bay,5,1,E14
,37,,,temidayo1234,lake-bay,5,1,E14
,37,,,vmaria22,lake-bay,3.5,2.5,E14
,37,,,vmaria22,Spiraler,4,2,E14
,37,,,Redly,temidayo1234,4,2,E14
,37,,,Redly,vmaria22,3,3,E14
,37,,,temidayo1234,BobMathrotus,1,5,E14
,37,,,Spiraler,lake-bay,3,3,E14
,37,,,Spiraler,BobMathrotus,4.5,1.5,E14
,37,,,Redly,Spiraler,3,3,E14
,37,,,Redly,lake-bay,2,4,E14
,37,,,Redly,BobMathrotus,1,1,E14
,37,,,Morph,Jimbuck,4,2,E15
,37,,,Ravenshard,Jimbuck,4.5,1.5,E15
,37,,,hoget10,Jimbuck,3,3,E15
,37,,,yahas,universalflamez,3.5,2.5,E15
,37,,,yahas,hoget10,1,2,E15
,37,,,yahas,hoget10,2,1,E15
,37,,,yahas,Jimbuck,5,1,E15
,37,,,universalflamez,Jimbuck,3.5,2.5,E15
,37,,,Ravenshard,Morph,6,0,E15
,37,,,universalflamez,Ravenshard,3,3,E15
,37,,,yahas,Morph,5,1,E15
,37,,,Ravenshard,yahas,4,2,E15
,37,,,Ravenshard,hoget10,4,2,E15
,37,,,hoget10,Morph,5,1,E15
,37,,,universalflamez,hoget10,3.5,2.5,E15
,37,,,Morph,universalflamez,3,3,E15
,37,,,Copparking,phy phor,4,2,F1
,37,,,Copparking,jrhodes7,5,1,F1
,37,,,tonymen,phy phor,1,5,F1
,37,,,Mikebones404,phy phor,1,3,F1
,37,,,phy phor,jrhodes7,3,3,F1
,37,,,phy phor,InspiringLeader,6,0,F1
,37,,,Copparking,tonymen,3,2,F1
,37,,,Copparking,tonymen,1,0,F1
,37,,,tonymen,jrhodes7,3,3,F1
,37,,,Copparking,InspiringLeader,5.5,0.5,F1
,37,,,tonymen,InspiringLeader,1.5,0.5,F1
,37,,,phy phor,Mikebones404,2,0,F1
,37,,,InspiringLeader,jrhodes7,2.5,3.5,F1
,37,,,tonymen,InspiringLeader,1,3,F1
,37,,,InspiringLeader,Mikebones404,1,1,F1
,37,,,jrhodes7,Mikebones404,2,4,F1
,37,,,Mikebones404,tonymen,1,1,F1
,37,,,InspiringLeader,Mikebones404,1,1,F1
,37,,,Copparking,Mikebones404,3,0,F1
,37,,,Mikebones404,InspiringLeader,1,1,F1
,37,,,tonymen,Mikebones404,1,0,F1
,37,,,Copparking,Mikebones404,3,0,F1
,37,,,tonymen,Mikebones404,3,0,F1
,37,,,Cyber28,Littleducky,4,2,F2
,37,,,Littleducky,bonxie,1,2,F2
,37,,,bonxie,Cyber28,5,1,F2
,37,,,iparres,cruiskeen,1,5,F2
,37,,,cruiskeen,bonxie,4,2,F2
,37,,,Cyber28,iparres,1,5,F2
,37,,,Littleducky,cruiskeen,0,1,F2
,37,,,bonxie,iparres,2,2,F2
,37,,,Littleducky,cruiskeen,1,2,F2
,37,,,bonxie,Littleducky,2,0,F2
,37,,,bonxie,Littleducky,1,0,F2
,37,,,Cyber28,cruiskeen,2,4,F2
,37,,,Littleducky,iparres,1,0,F2
,37,,,bonxie,iparres,2,0,F2
,37,,,cruiskeen,Littleducky,2,0,F2
,37,,,Littleducky,iparres,3,2,F2
,37,,,ced,Luin Gor,4,0,F3
,37,,,ced,Luin Gor,2,0,F3
,37,,,ced,OG Patrik,6,0,F3
,37,,,Luin Gor,OG Patrik,2,4,F3
,37,,,Usernamegottaken,Ray-am83,4,2,F3
,37,,,grebst,Usernamegottaken,4,2,F3
,37,,,grebst,Ray-am83,5,1,F3
,37,,,OG Patrik,Usernamegottaken,3,3,F3
,37,,,Luin Gor,Usernamegottaken,5,1,F3
,37,,,ced,Usernamegottaken,6,0,F3
,37,,,Luin Gor,Ray-am83,3,3,F3
,37,,,Luin Gor,grebst,0,2,F3
,37,,,Luin Gor,grebst,1,3,F3
,37,,,OG Patrik,Ray-am83,3.5,2.5,F3
,37,,,ced,Ray-am83,4,2,F3
,37,,,OG Patrik,grebst,4,0,F3
,37,,,ced,grebst,4,2,F3
,37,,,OG Patrik,grebst,1,1,F3
,37,,,Makpak,TamaraDorn,1,0,F4
,37,,,michellemgm,TamaraDorn,2,4,F4
,37,,,TamaraDorn,Flatirons,3,0,F4
,37,,,TamaraDorn,UNBR34K4BL3,3,0,F4
,37,,,UNBR34K4BL3,TamaraDorn,2,1,F4
,37,,,jimbobrady,Flatirons,2,1,F4
,37,,,TamaraDorn,Flatirons,3,0,F4
,37,,,jimbobrady,Flatirons,1,0,F4
,37,,,jimbobrady,TamaraDorn,3,3,F4
,37,,,TamaraDorn,Makpak,5,0,F4
,37,,,jimbobrady,Flatirons,2,0,F4
,37,,,Makpak,Flatirons,2,0,F4
,37,,,Flatirons,UNBR34K4BL3,3,3,F4
,37,,,Flatirons,michellemgm,2,0,F4
,37,,,UNBR34K4BL3,jimbobrady,5,1,F4
,37,,,UNBR34K4BL3,Makpak,4,2,F4
,37,,,jimbobrady,michellemgm,5,0,F4
,37,,,jimbobrady,Makpak,6,0,F4
,37,,,Flatirons,Makpak,2.5,0.5,F4
,37,,,Flatirons,Makpak,1,0,F4
,37,,,jdizzle,khalnayak,1,1,F5
,37,,,jdizzle,khalnayak,2,0,F5
,37,,,khalnayak,jdizzle,2,0,F5
,37,,,Briawna,khalnayak,2,1,F5
,37,,,khalnayak,FrezTane,3,3,F5
,37,,,Briawna,cavegiraffe,5,1,F5
,37,,,khalnayak,cavegiraffe,2,1,F5
,37,,,khalnayak,Briawna,1.5,1.5,F5
,37,,,cavegiraffe,FrezTane,4,2,F5
,37,,,khalnayak,cavegiraffe,1.5,1.5,F5
,37,,,cavegiraffe,jdizzle,1,2,F5
,37,,,FrezTane,jdizzle,3,3,F5
,37,,,Briawna,jdizzle,3,3,F5
,37,,,Briawna,FrezTane,2,1,F5
,37,,,cavegiraffe,jdizzle,2,1,F5
,37,,,Briawna,FrezTane,2,1,F5
,37,,,Hamlet the Dane,kldcm59,6,0,F6
,37,,,Bob1,Snowdrop,3,1,F6
,37,,,Bob1,Snowdrop,0,1,F6
,37,,,Bob1,Snowdrop,0,1,F6
,37,,,Hamlet the Dane,Snowdrop,3,3,F6
,37,,,Snowdrop,kldcm59,4,2,F6
,37,,,southard0410,Snowdrop,2,1,F6
,37,,,southard0410,Snowdrop,3,0,F6
,37,,,Iridium,Hamlet the Dane,4.5,1.5,F6
,37,,,Iridium,southard0410,3,0,F6
,37,,,Bob1,southard0410,2,1,F6
,37,,,Hamlet the Dane,Bob1,4,2,F6
,37,,,Iridium,Snowdrop,4.5,1.5,F6
,37,,,Hamlet the Dane,southard0410,2,0,F6
,37,,,Hamlet the Dane,southard0410,2,2,F6
,37,,,Bob1,Iridium,2,1,F6
,37,,,Iridium,Bob1,3,0,F6
,37,,,Rexdeanrds,gomez70,4,2,F7
,37,,,Gold22,RainbowChalice,5,1,F7
,37,,,Gold22,Rexdeanrds,1,1,F7
,37,,,gomez70,RainbowChalice,3,3,F7
,37,,,madronefive,RainbowChalice,3,1,F7
,37,,,madronefive,RainbowChalice,1,1,F7
,37,,,gomez70,madronefive,3,3,F7
,37,,,Gold22,madronefive,2,1,F7
,37,,,madronefive,Gold22,1,2,F7
,37,,,Rexdeanrds,RainbowChalice,1.5,1.5,F7
,37,,,Gold22,gomez70,2,1,F7
,37,,,Gold22,gomez70,1,0,F7
,37,,,Gold22,gomez70,2,0,F7
,37,,,madronefive,Rexdeanrds,4,2,F7
,37,,,Gold22,Rexdeanrds,3,1,F7
,37,,,RainbowChalice,Rexdeanrds,3,0,F7
,37,,,rockitman,supernick,5,1,F8
,37,,,mjcassella,rockitman,0,1,F8
,37,,,supernick,mjcassella,2,3,F8
,37,,,mjcassella,supernick,1,0,F8
,37,,,rockitman,mjcassella,2,1,F8
,37,,,rockitman,Nikkicola11,5,1,F8
,37,,,Sydyk,rockitman,2,2,F8
,37,,,Sydyk,rockitman,0,2,F8
,37,,,Nikkicola11,Prempehj,1,1,F8
,37,,,Nikkicola11,Sydyk,1,1,F8
,37,,,Nikkicola11,supernick,2,4,F8
,37,,,Nikkicola11,Sydyk,0,2,F8
,37,,,supernick,Sydyk,3,3,F8
,37,,,Prempehj,supernick,3,1,F8
,37,,,rockitman,Prempehj,0,1,F8
,37,,,Nikkicola11,Prempehj,1,3,F8
,37,,,Nikkicola11,Sydyk,1,0,F8
,37,,,Nikkicola11,Sydyk,0,1,F8
,37,,,mjcassella,Sydyk,1,0,F8
,37,,,Prempehj,mjcassella,1,0,F8
,37,,,mjcassella,rockitman,2,0,F8
,37,,,Prempehj,supernick,1,1,F8
,37,,,Prempehj,rockitman,5,0,F8
,37,,,mjcassella,Sydyk,1,1,F8
,37,,,Prempehj,Sydyk,4,2,F8
,37,,,mjcassella,Prempehj,5,0,F8
,37,,,mjcassella,Sydyk,1,2,F8
,37,,,Nikkicola11,mjcassella,1,5,F8
,37,,,RedCube7,littlestdube,0,2,F9
,37,,,batmanthehorse,littlestdube,3,1,F9
,37,,,RedCube7,littlestdube,1,1,F9
,37,,,bigmoose,RedCube7,3,3,F9
,37,,,dfodavid,batmanthehorse,3,3,F9
,37,,,batmanthehorse,littlestdube,1,1,F9
,37,,,schorn,littlestdube,1,2,F9
,37,,,batmanthehorse,bigmoose,1,0,F9
,37,,,batmanthehorse,bigmoose,0,3,F9
,37,,,batmanthehorse,schorn,4,2,F9
,37,,,littlestdube,RedCube7,2,0,F9
,37,,,bigmoose,littlestdube,4,2,F9
,37,,,dfodavid,schorn,4,2,F9
,37,,,RedCube7,batmanthehorse,0,1,F9
,37,,,dfodavid,RedCube7,1,0,F9
,37,,,RedCube7,dfodavid,1,2,F9
,37,,,dfodavid,littlestdube,0,1,F9
,37,,,littlestdube,dfodavid,4,1,F9
,37,,,littlestdube,schorn,3,0,F9
,37,,,bigmoose,schorn,3,0,F9
,37,,,bigmoose,batmanthehorse,0,2,F9
,37,,,RedCube7,batmanthehorse,3,2,F9
,37,,,RedCube7,dfodavid,1,1,F9
,37,,,schorn,RedCube7,3.5,2.5,F9
,37,,,bigmoose,schorn,2,1,F9
,37,,,bigmoose,dfodavid,2,1,F9
,37,,,bigmoose,dfodavid,2,1,F9
,37,,,ACuriousParadox,bazkitcase5,0,2,F10
,37,,,bazkitcase5,mcpep4b05,2,0,F10
,37,,,ACuriousParadox,bell22,2,4,F10
,37,,,bjtait15,ACuriousParadox,2,0,F10
,37,,,bazkitcase5,bell22,2,0,F10
,37,,,bjtait15,bazkitcase5,0,3,F10
,37,,,zeegee88,bazkitcase5,1,5,F10
,37,,,bell22,bazkitcase5,0,3,F10
,37,,,bazkitcase5,bell22,1,0,F10
,37,,,zeegee88,bjtait15,4,2,F10
,37,,,bjtait15,bell22,1.5,2.5,F10
,37,,,bazkitcase5,bjtait15,1,1,F10
,37,,,bjtait15,bazkitcase5,0,1,F10
,37,,,ACuriousParadox,zeegee88,4,2,F10
,37,,,bazkitcase5,ACuriousParadox,1,1,F10
,37,,,ACuriousParadox,bjtait15,1,0,F10
,37,,,ACuriousParadox,bazkitcase5,0.5,1.5,F10
,37,,,bell22,bjtait15,1.5,0.5,F10
,37,,,mcpep4b05,bell22,2,1,F10
,37,,,mcpep4b05,bazkitcase5,0,4,F10
,37,,,zeegee88,bell22,0,2,F10
,37,,,zeegee88,mcpep4b05,2,4,F10
,37,,,zeegee88,bell22,3,1,F10
,37,,,bell22,mcpep4b05,1,2,F10
,37,,,mcpep4b05,ACuriousParadox,3,3,F10
,37,,,ACuriousParadox,bjtait15,1,0,F10
,37,,,mcpep4b05,bjtait15,0,2,F10
,37,,,mcpep4b05,bjtait15,3,1,F10
,37,,,ACuriousParadox,bjtait15,1,1,F10
,37,,,isiahw1,Provinceable,1,0,F11
,37,,,tgtaft,Provinceable,2,0,F11
,37,,,Provinceable,mattmm,0,3,F11
,37,,,isiahw1,Provinceable,1,1,F11
,37,,,isiahw1,Provinceable,2,0,F11
,37,,,isiahw1,mattmm,2,0,F11
,37,,,Provinceable,tgtaft,0,2,F11
,37,,,isiahw1,Provinceable,0,1,F11
,37,,,isiahw1,tgtaft,1,2,F11
,37,,,tgtaft,shaila,2,1,F11
,37,,,tgtaft,Provinceable,2,0,F11
,37,,,tgtaft,shaila,2,1,F11
,37,,,tgtaft,mattmm,2,0,F11
,37,,,isiahw1,tgtaft,0,3,F11
,37,,,shaila,isiahw1,1,1,F11
,37,,,isiahw1,shaila,1,0,F11
,37,,,tgtaft,mattmm,1,1,F11
,37,,,tgtaft,mattmm,1,1,F11
,37,,,isiahw1,mattmm,1,1,F11
,37,,,isiahw1,mattmm,0,2,F11
,37,,,shaila,Provinceable,2,1,F11
,37,,,mattmm,Provinceable,1,2,F11
,37,,,mattmm,shaila,2,0,F11
,37,,,mattmm,shaila,2,2,F11
,37,,,shaila,Provinceable,3,0,F11
,37,,,isiahw1,shaila,2,1,F11
,36,,,RTT,markus,4,2,A1
,36,,,mikechike,tracer,5,1,A1
,36,,,Sicomatic,markus,5,1,A1
,36,,,tracer,Sicomatic,5,1,A1
,36,,,Bryan,tracer,4.5,1.5,A1
,36,,,mikechike,RTT,3,3,A1
,36,,,RTT,Sicomatic,3,3,A1
,36,,,mikechike,markus,3,3,A1
,36,,,tracer,markus,3,3,A1
,36,,,Bryan,Sicomatic,4,2,A1
,36,,,RTT,Bryan,4,2,A1
,36,,,Sicomatic,mikechike,3.5,2.5,A1
,36,,,RTT,tracer,3,3,A1
,36,,,markus,Bryan,4,2,A1
,36,,,mikechike,Bryan,5,1,A1
,36,,,kaplane,amoffett11,3.5,2.5,B1
,36,,,nasmith99,Mic Qsenoch,3,3,B1
,36,,,xyrix,drsteelhammer,5,1,B1
,36,,,Mic Qsenoch,amoffett11,5,1,B1
,36,,,nasmith99,drsteelhammer,4,2,B1
,36,,,nasmith99,kaplane,4,2,B1
,36,,,amoffett11,drsteelhammer,3,3,B1
,36,,,Mic Qsenoch,xyrix,6,0,B1
,36,,,xyrix,kaplane,5,1,B1
,36,,,nasmith99,amoffett11,5,1,B1
,36,,,Mic Qsenoch,kaplane,4,2,B1
,36,,,Mic Qsenoch,drsteelhammer,3,3,B1
,36,,,xyrix,amoffett11,5,1,B1
,36,,,drsteelhammer,kaplane,3,3,B1
,36,,,xyrix,nasmith99,3,3,B1
,36,,,aku chi,SamE,4,2,B2
,36,,,aku chi,hakha3,5,1,B2
,36,,,aku chi,E.Honda,5,1,B2
,36,,,SamE,hakha3,3,3,B2
,36,,,aku chi,gloures,5,1,B2
,36,,,Puzzle Box,hakha3,5,1,B2
,36,,,hakha3,gloures,4,2,B2
,36,,,gloures,SamE,4,2,B2
,36,,,E.Honda,SamE,5,1,B2
,36,,,Puzzle Box,E.Honda,2,4,B2
,36,,,E.Honda,gloures,4,2,B2
,36,,,aku chi,Puzzle Box,3,3,B2
,36,,,Puzzle Box,gloures,5,1,B2
,36,,,SamE,Puzzle Box,4,2,B2
,36,,,hakha3,E.Honda,3,3,B2
,36,,,Earl,gamesou,5,1,C1
,36,,,tufftaeh,Magyi,4,2,C1
,36,,,tufftaeh,707090,4,2,C1
,36,,,tufftaeh,Earl,5,1,C1
,36,,,Earl,Magyi,3,3,C1
,36,,,gamesou,tufftaeh,4,2,C1
,36,,,707090,Magyi,3,3,C1
,36,,,707090,gamesou,2,4,C1
,36,,,Earl,707090,4,2,C1
,36,,,gamesou,Magyi,5,1,C1
,36,,,Apostolosoruler,Micha1980,4,2,C2
,36,,,Apostolosoruler,skumpy,4,2,C2
,36,,,A Drowned Kernel,skumpy,4,2,C2
,36,,,soccerisfun,Micha1980,6,0,C2
,36,,,soccerisfun,skumpy,3.5,2.5,C2
,36,,,A Drowned Kernel,Micha1980,5,1,C2
,36,,,Apostolosoruler,A Drowned Kernel,5.5,0.5,C2
,36,,,soccerisfun,Apostolosoruler,4,2,C2
,36,,,soccerisfun,A Drowned Kernel,3,3,C2
,36,,,skumpy,Micha1980,4,2,C2
,36,,,Burning Skull,nottoobad,5,1,C3
,36,,,Anders,pppppppppp,5.5,0.5,C3
,36,,,topher1588,pppppppppp,4,2,C3
,36,,,Anders,swordfishtrombone,3,3,C3
,36,,,Anders,topher1588,2,4,C3
,36,,,Burning Skull,swordfishtrombone,2,0,C3
,36,,,Burning Skull,Anders,3,3,C3
,36,,,Burning Skull,swordfishtrombone,2,0,C3
,36,,,nottoobad,topher1588,4,2,C3
,36,,,Burning Skull,swordfishtrombone,0,2,C3
,36,,,nottoobad,swordfishtrombone,1,1,C3
,36,,,Burning Skull,pppppppppp,5,1,C3
,36,,,Anders,nottoobad,5,1,C3
,36,,,nottoobad,pppppppppp,4,2,C3
,36,,,swordfishtrombone,topher1588,5,1,C3
,36,,,nottoobad,swordfishtrombone,3,1,C3
,36,,,Burning Skull,topher1588,4,2,C3
,36,,,swordfishtrombone,pppppppppp,4,2,C3
,36,,,Rabid,Sharur,5,1,C4
,36,,,Rabid,singletee,1.5,4.5,C4
,36,,,Rabid,lrlusher,3,3,C4
,36,,,Rabid,MVP,3,3,C4
,36,,,Rabid,wharf_rat,3,3,C4
,36,,,lrlusher,Sharur,4,2,C4
,36,,,singletee,lrlusher,5,1,C4
,36,,,wharf_rat,Sharur,2.5,3.5,C4
,36,,,wharf_rat,lrlusher,5,1,C4
,36,,,lrlusher,MVP,4,2,C4
,36,,,MVP,singletee,3,3,C4
,36,,,wharf_rat,MVP,5,1,C4
,36,,,wharf_rat,singletee,3,3,C4
,36,,,MVP,Sharur,3,3,C4
,36,,,singletee,Sharur,4,2,C4
,36,,,Personman,young_nick,1,0,D1
,36,,,jonts,DDL,4,2,D1
,36,,,DDL,dr doctor,2,4,D1
,36,,,young_nick,dr doctor,3,3,D1
,36,,,jonts,dr doctor,5,1,D1
,36,,,DDL,young_nick,0,2,D1
,36,,,Personman,young_nick,2,1,D1
,36,,,Personman,jonts,3,3,D1
,36,,,DDL,Personman,1,2,D1
,36,,,jonts,young_nick,4,2,D1
,36,,,Personman,young_nick,1,0,D1
,36,,,Personman,DDL,2,1,D1
,36,,,young_nick,Personman,1,0,D1
,36,,,dr doctor,Personman,4,2,D1
,36,,,DDL,young_nick,1,3,D1
,36,,,alibby1152,0rpheon,2,4,D2
,36,,,rsilverstein12,alibby1152,4,2,D2
,36,,,0rpheon,rsilverstein12,3.5,2.5,D2
,36,,,rsilverstein12,theballgame,1,0,D2
,36,,,rsilverstein12,theballgame,1,0,D2
,36,,,rsilverstein12,theballgame,4,0,D2
,36,,,0rpheon,alion8me,4,2,D2
,36,,,rsilverstein12,alion8me,4,2,D2
,36,,,alion8me,fiercelord,4,2,D2
,36,,,alibby1152,fiercelord,4,2,D2
,36,,,0rpheon,theballgame,4,2,D2
,36,,,alibby1152,alion8me,3,3,D2
,36,,,fiercelord,theballgame,4,2,D2
,36,,,theballgame,alibby1152,5,1,D2
,36,,,0rpheon,fiercelord,5,1,D2
,36,,,fiercelord,rsilverstein12,3,3,D2
,36,,,alion8me,theballgame,3,3,D2
,36,,,barbazul,nerdbound,3,3,D3
,36,,,Lemonspawn,Fircoal,1,2,D3
,36,,,Lemonspawn,Fircoal,1,2,D3
,36,,,Lemonspawn,nerdbound,1,1,D3
,36,,,Lemonspawn,barbazul,5,1,D3
,36,,,Fircoal,barbazul,5,1,D3
,36,,,nerdbound,Lemonspawn,2,2,D3
,36,,,Lemonspawn,thesunfan,6,0,D3
,36,,,Fircoal,nerdbound,2,2,D3
,36,,,Fircoal,nerdbound,2,0,D3
,36,,,nerdbound,thesunfan,3,0,D3
,36,,,thesunfan,vlatkam,5,1,D3
,36,,,nerdbound,thesunfan,2,1,D3
,36,,,Fircoal,thesunfan,4,2,D3
,36,,,nerdbound,vlatkam,6,0,D3
,36,,,Fircoal,vlatkam,5,1,D3
,36,,,barbazul,vlatkam,3,1,D3
,36,,,Lemonspawn,vlatkam,6,0,D3
,36,,,barbazul,vlatkam,1,1,D3
,36,,,thesunfan,barbazul,4,2,D3
,36,,,GreyEK,karenttrouble,6,0,D4
,36,,,seekermd,UltimateGeek,2,2,D4
,36,,,eskoglund,MtMagus,5,1,D4
,36,,,MtMagus,UltimateGeek,6,0,D4
,36,,,seekermd,MtMagus,4,2,D4
,36,,,eskoglund,karenttrouble,2,4,D4
,36,,,GreyEK,MtMagus,3,3,D4
,36,,,karenttrouble,UltimateGeek,1,5,D4
,36,,,karenttrouble,MtMagus,4,2,D4
,36,,,seekermd,UltimateGeek,1,1,D4
,36,,,eskoglund,seekermd,5,0,D4
,36,,,eskoglund,UltimateGeek,4,2,D4
,36,,,seekermd,karenttrouble,5,1,D4
,36,,,eskoglund,seekermd,0,1,D4
,36,,,GreyEK,UltimateGeek,3,3,D4
,36,,,GreyEK,seekermd,3,0,D4
,36,,,eskoglund,GreyEK,3.5,2.5,D4
,36,,,GreyEK,seekermd,3,0,D4
,36,,,crude,real77,4,2,D5
,36,,,crude,notmorenames,5,1,D5
,36,,,notmorenames,real77,3,2,D5
,36,,,bobbydj18,crude,3,3,D5
,36,,,missouriben,real77,4,2,D5
,36,,,notmorenames,real77,0,1,D5
,36,,,bobbydj18,notmorenames,3,1,D5
,36,,,bobbydj18,notmorenames,2,0,D5
,36,,,notmorenames,missouriben,4,2,D5
,36,,,bobbydj18,real77,5,1,D5
,36,,,crude,missouriben,3,3,D5
,36,,,bobbydj18,missouriben,3,3,D5
,36,,,joshnicholas,nessuno,4,2,D6
,36,,,nessuno,ricardo.thaler,1,0,D6
,36,,,joshnicholas,Cattallia,6,0,D6
,36,,,pqr4,joshnicholas,2,2,D6
,36,,,nessuno,Cattallia,4,2,D6
,36,,,nessuno,ricardo.thaler,4,1,D6
,36,,,Jean-Michel,Cattallia,5,1,D6
,36,,,pqr4,Cattallia,5,1,D6
,36,,,Jean-Michel,nessuno,4,2,D6
,36,,,pqr4,ricardo.thaler,5,1,D6
,36,,,pqr4,nessuno,5,1,D6
,36,,,pqr4,joshnicholas,1,1,D6
,36,,,joshnicholas,ricardo.thaler,6,0,D6
,36,,,ricardo.thaler,Cattallia,4,2,D6
,36,,,pqr4,Jean-Michel,3,3,D6
,36,,,Jean-Michel,ricardo.thaler,4,2,D6
,36,,,Jean-Michel,joshnicholas,4,2,D6
,36,,,Gasku,Schlafi,3,3,D7
,36,,,DEGwer,frombol,5,1,D7
,36,,,Sharapopovamaria,frombol,4,2,D7
,36,,,DEGwer,Gasku,6,0,D7
,36,,,Shakalaki,Sharapopovamaria,4,2,D7
,36,,,DEGwer,Schlafi,3,3,D7
,36,,,Shakalaki,Gasku,4,2,D7
,36,,,Schlafi,Sharapopovamaria,5,1,D7
,36,,,Shakalaki,Schlafi,4,2,D7
,36,,,Gasku,Sharapopovamaria,5,1,D7
,36,,,Gasku,frombol,3,3,D7
,36,,,Schlafi,frombol,5,1,D7
,36,,,DEGwer,Sharapopovamaria,5,1,D7
,36,,,Shakalaki,DEGwer,5,1,D7
,36,,,Shakalaki,frombol,4,0,D7
,36,,,Shakalaki,frombol,2,0,D7
,36,,,Malta,Masumaro,3,3,D8
,36,,,Masumaro,Dominionplayer10,2,0,D8
,36,,,Masumaro,Dominionplayer10,4,0,D8
,36,,,Dominionplayer10,skizelo,2,4,D8
,36,,,Dominionplayer10,Malta,2,4,D8
,36,,,crlundy,Malta,3,3,D8
,36,,,crlundy,Masumaro,4.5,1.5,D8
,36,,,skizelo,Malta,1,5,D8
,36,,,crlundy,Dominionplayer10,4,2,D8
,36,,,della,Masumaro,3,3,D8
,36,,,della,skizelo,1,5,D8
,36,,,Masumaro,skizelo,4,2,D8
,36,,,della,Dominionplayer10,5,1,D8
,36,,,della,Malta,3,3,D8
,36,,,crlundy,della,3,3,D8
,36,,,crlundy,skizelo,5,1,D8
,36,,,hoget10,trollolol,3,3,E1
,36,,,hoget10,Witz,6,0,E1
,36,,,anovis,bigmoose,4,2,E1
,36,,,anovis,Witz,5,1,E1
,36,,,trollolol,Witz,4,2,E1
,36,,,Savaahn,bigmoose,3,1,E1
,36,,,hoget10,anovis,1,3,E1
,36,,,Savaahn,Witz,2,1,E1
,36,,,Witz,Savaahn,1,0,E1
,36,,,hoget10,anovis,1,1,E1
,36,,,anovis,trollolol,4,2,E1
,36,,,Savaahn,Witz,1,1,E1
,36,,,trollolol,bigmoose,5,1,E1
,36,,,Witz,bigmoose,4,2,E1
,36,,,Savaahn,bigmoose,2,0,E1
,36,,,trollolol,Savaahn,2,0,E1
,36,,,hoget10,Savaahn,3,3,E1
,36,,,anovis,Savaahn,3,1,E1
,36,,,Savaahn,trollolol,2,0,E1
,36,,,anovis,Savaahn,2,0,E1
,36,,,Savaahn,trollolol,1,1,E1
,36,,,hoget10,bigmoose,6,0,E1
,36,,,Hazelrah,ryansun,3,1,E2
,36,,,Hazelrah,madronefive,5,1,E2
,36,,,Hazelrah,unagi.don,4.5,1.5,E2
,36,,,madronefive,universalflamez,3,3,E2
,36,,,unagi.don,madronefive,4,2,E2
,36,,,madronefive,scolapasta,2,2,E2
,36,,,ryansun,madronefive,1,0,E2
,36,,,ryansun,madronefive,3,2,E2
,36,,,scolapasta,madronefive,2,0,E2
,36,,,Hazelrah,ryansun,1,1,E2
,36,,,unagi.don,ryansun,3,3,E2
,36,,,Hazelrah,universalflamez,4.5,1.5,E2
,36,,,scolapasta,unagi.don,3,3,E2
,36,,,scolapasta,universalflamez,5,1,E2
,36,,,scolapasta,ryansun,1,0,E2
,36,,,scolapasta,Hazelrah,3,3,E2
,36,,,unagi.don,universalflamez,4,2,E2
,36,,,scolapasta,ryansun,5,0,E2
,36,,,universalflamez,ryansun,5,1,E2
,36,,,supernick,Luther,1,3,E3
,36,,,khz,supernick,5,1,E3
,36,,,lake-bay,khz,1.5,4.5,E3
,36,,,Epicurus,khz,4,2,E3
,36,,,supernick,lake-bay,3,3,E3
,36,,,Luther,lake-bay,4,2,E3
,36,,,supernick,Luther,1.5,0.5,E3
,36,,,khz,Luther,5,1,E3
,36,,,Epicurus,supernick,5,1,E3
,36,,,Epicurus,Luther,3,3,E3
,36,,,Luther,aschner,3,3,E3
,36,,,khz,aschner,4,2,E3
,36,,,aschner,supernick,4.5,1.5,E3
,36,,,Epicurus,lake-bay,4,2,E3
,36,,,Epicurus,aschner,4,2,E3
,36,,,aschner,lake-bay,3,3,E3
,36,,,bluey_the_bear,srmccorkle,2,1,E4
,36,,,bluey_the_bear,DawgDawgDawgDog,5,1,E4
,36,,,bluey_the_bear,nietsxela,1,1,E4
,36,,,bluey_the_bear,vmaria22,5,1,E4
,36,,,bluey_the_bear,bjtait15,5.5,0.5,E4
,36,,,srmccorkle,vmaria22,1,1,E4
,36,,,srmccorkle,vmaria22,4,0,E4
,36,,,bluey_the_bear,nietsxela,3,1,E4
,36,,,bjtait15,vmaria22,2,4,E4
,36,,,srmccorkle,bjtait15,6,0,E4
,36,,,DawgDawgDawgDog,vmaria22,3,3,E4
,36,,,srmccorkle,DawgDawgDawgDog,3,0,E4
,36,,,DawgDawgDawgDog,bjtait15,3,0,E4
,36,,,DawgDawgDawgDog,bjtait15,2,0,E4
,36,,,vmaria22,nietsxela,2,1,E4
