Score,Season,Players,Score,P1,P2,P1 Wins,P2 Wins,Tier
,42,,,CoweringCow,lirek,4,2,G4
,42,,,TeamOkay,wwwdotwww,3,0,G4
,42,,,CoweringCow,zsaffir,1,5,G4
,42,,,TeamOkay,lirek,5,1,G4
,42,,,CoweringCow,TeamOkay,2,4,G4
,42,,,zsaffir,windshowling,3,3,G4
,42,,,CoweringCow,wwwdotwww,2,3,G4
,42,,,TeamOkay,zsaffir,5,1,G4
,42,,,TeamOkay,windshowling,4,2,G4
,42,,,CoweringCow,wwwdotwww,0,1,G4
,42,,,TeamOkay,wwwdotwww,3,0,G4
,42,,,wwwdotwww,windshowling,5,1,G4
,42,,,CoweringCow,windshowling,4,2,G4
,42,,,wwwdotwww,zsaffir,1,1,G4
,42,,,zsaffir,lirek,4,2,G4
,42,,,wwwdotwww,lirek,1.5,4.5,G4
,42,,,windshowling,lirek,2,4,G4
,42,,,landonstryker,gregsucks,4,2,G5
,42,,,the jesters girl,landonstryker,1,1,G5
,42,,,gregsucks,Xalin,4,2,G5
,42,,,woundedsatelite,Xalin,3,0,G5
,42,,,gregsucks,the jesters girl,2,0,G5
,42,,,landonstryker,the jesters girl,2,0,G5
,42,,,the jesters girl,landonstryker,1,0,G5
,42,,,Xalin,landonstryker,5,1,G5
,42,,,landonstryker,the jesters girl,1,0,G5
,42,,,Xalin,the jesters girl,2,0,G5
,42,,,Xalin,the jesters girl,2,0,G5
,42,,,woundedsatelite,the jesters girl,0.5,0.5,G5
,42,,,gregsucks,the jesters girl,1,0,G5
,42,,,the jesters girl,Xalin,1,0,G5
,42,,,woundedsatelite,the jesters girl,1,0,G5
,42,,,tnarg44,gregsucks,3,3,G5
,42,,,landonstryker,tnarg44,2,2,G5
,42,,,woundedsatelite,Xalin,2,1,G5
,42,,,the jesters girl,woundedsatelite,1,0,G5
,42,,,gregsucks,woundedsatelite,1,0,G5
,42,,,tnarg44,landonstryker,2,0,G5
,42,,,woundedsatelite,the jesters girl,1,0,G5
,42,,,Xalin,tnarg44,5,1,G5
,42,,,gregsucks,woundedsatelite,4,1,G5
,42,,,gregsucks,the jesters girl,1,1,G5
,42,,,Xalin,the jesters girl,1,0,G5
,42,,,the jesters girl,gregsucks,1,0,G5
,42,,,woundedsatelite,the jesters girl,0.5,0.5,G5
,42,,,tnarg44,woundedsatelite,3,3,G5
,42,,,landonstryker,woundedsatelite,4,2,G5
,42,,,woundedsatelite,the jesters girl,1,0,G5
,42,,,the jesters girl,tnarg44,1,1,G5
,42,,,the jesters girl,tnarg44,2,2,G5
,42,,,Caetra,WhiteCoco4U,4,2,G6
,42,,,mcpep4b05,WhiteCoco4U,4,2,G6
,42,,,Caetra,tgtaft,4,2,G6
,42,,,Caetra,madjs,4,2,G6
,42,,,tgtaft,mcpep4b05,5,1,G6
,42,,,madjs,WhiteCoco4U,3.5,2.5,G6
,42,,,Caetra,mcpep4b05,2,4,G6
,42,,,madjs,tgtaft,4.5,1.5,G6
,42,,,madjs,mcpep4b05,2,2,G6
,42,,,tgtaft,WhiteCoco4U,2,4,G6
,42,,,madjs,mcpep4b05,1,1,G6
,42,,,erinblack,stonedmason,2,1,G7
,42,,,stonedmason,erinblack,2,1,G7
,42,,,joemar194,erinblack,2.5,1.5,G7
,42,,,joemar194,srimeruva,3,3,G7
,42,,,stonedmason,srimeruva,4,2,G7
,42,,,joemar194,erinblack,1,1,G7
,42,,,srimeruva,Genny,2,4,G7
,42,,,erinblack,srimeruva,4,2,G7
,42,,,joemar194,stonedmason,2,4,G7
,42,,,Genny,erinblack,4,2,G7
,42,,,stonedmason,Genny,3,3,G7
,42,,,joemar194,Genny,3,3,G7
,42,,,mcicrs,theshampooguy,4,2,G8
,42,,,jdizzle,genomic_bisonte,3,1,G8
,42,,,jdizzle,genomic_bisonte,1,1,G8
,42,,,jdizzle,theshampooguy,4,2,G8
,42,,,dittydotrose,acourt01,3,3,G8
,42,,,dittydotrose,mcicrs,6,0,G8
,42,,,acourt01,genomic_bisonte,4,2,G8
,42,,,acourt01,jdizzle,4.5,1.5,G8
,42,,,mcicrs,acourt01,4,2,G8
,42,,,mcicrs,genomic_bisonte,1,2,G8
,42,,,dittydotrose,theshampooguy,5,1,G8
,42,,,mcicrs,genomic_bisonte,2,1,G8
,42,,,jdizzle,dittydotrose,5,1,G8
,42,,,theshampooguy,acourt01,6,0,G8
,42,,,mcicrs,jdizzle,3.5,2.5,G8
,42,,,theshampooguy,genomic_bisonte,2,1,G8
,42,,,theshampooguy,genomic_bisonte,1,2,G8
,42,,,dittydotrose,genomic_bisonte,3.5,2.5,G8
,42,,,Kuo Chong Chin,LovesTha,4,2,G9
,42,,,LovesTha,Takaron,3,3,G9
,42,,,Eppob,mikedolph,4,2,G9
,42,,,Kuo Chong Chin,Eppob,4,2,G9
,42,,,Kuo Chong Chin,Takaron,4,2,G9
,42,,,mikedolph,LovesTha,5,1,G9
,42,,,Eppob,LovesTha,3.5,2.5,G9
,42,,,Kuo Chong Chin,dexterslab,2,4,G9
,42,,,LovesTha,dexterslab,3,3,G9
,42,,,Eppob,Takaron,3,3,G9
,42,,,Kuo Chong Chin,mikedolph,5,1,G9
,42,,,dexterslab,Takaron,1,2,G9
,42,,,dexterslab,Takaron,2,1,G9
,42,,,Eppob,dexterslab,4,2,G9
,42,,,mikedolph,dexterslab,5,1,G9
,42,,,mikedolph,Takaron,1,5,G9
,42,,,Yoyomann,Malta,5,1,G10
,42,,,ninjacreeper47,PoPo66000,4,2,G10
,42,,,nomi,ninjacreeper47,4,2,G10
,42,,,nomi,Malta,1,2,G10
,42,,,nomi,PoPo66000,3.5,2.5,G10
,42,,,Yoyomann,nomi,3,3,G10
,42,,,nomi,Malta,1,2,G10
,42,,,ninjacreeper47,Yoyomann,5,1,G10
,42,,,Malta,ninjacreeper47,4,2,G10
,42,,,Malta,PoPo66000,3,3,G10
,42,,,PoPo66000,Yoyomann,2,0,G10
,42,,,PoPo66000,Yoyomann,2,2,G10
,42,,,Clawmac_Attack,BoarderBee,3,1,G11
,42,,,BoarderBee,Clawmac_Attack,1,1,G11
,42,,,BoarderBee,Alice_in_Dystopia,2,2,G11
,42,,,CharlesVane,Clawmac_Attack,4,2,G11
,42,,,tiegerstochter,Clawmac_Attack,2,1,G11
,42,,,BoarderBee,CharlesVane,2,2,G11
,42,,,tiegerstochter,doldendude,2,1,G11
,42,,,Clawmac_Attack,Alice_in_Dystopia,5,1,G11
,42,,,BoarderBee,CharlesVane,0,2,G11
,42,,,tiegerstochter,doldendude,1,2,G11
,42,,,Alice_in_Dystopia,BoarderBee,1,0,G11
,42,,,tiegerstochter,BoarderBee,1,5,G11
,42,,,CharlesVane,tiegerstochter,5,1,G11
,42,,,Clawmac_Attack,doldendude,2,2,G11
,42,,,BoarderBee,doldendude,2,1,G11
,42,,,tiegerstochter,Clawmac_Attack,2,1,G11
,42,,,Alice_in_Dystopia,tiegerstochter,4,2,G11
,42,,,CharlesVane,Alice_in_Dystopia,4,2,G11
,42,,,Clawmac_Attack,doldendude,2,0,G11
,42,,,BoarderBee,doldendude,2.5,0.5,G11
,42,,,BoarderBee,Alice_in_Dystopia,1,0,G11
,42,,,doldendude,CharlesVane,4,2,G11
,42,,,doldendude,Alice_in_Dystopia,3,3,G11
,42,,,Plazek,Druidas,3,3,G12
,42,,,louda,malgorza,1,5,G12
,42,,,Plazek,malgorza,2,2,G12
,42,,,Julu,Druidas,1,5,G12
,42,,,louda,Plazek,3,3,G12
,42,,,Plazek,malgorza,2,0,G12
,42,,,Hoffi1210,Druidas,4,2,G12
,42,,,louda,Julu,4,2,G12
,42,,,Julu,Hoffi1210,4,2,G12
,42,,,Julu,Plazek,6,0,G12
,42,,,Julu,malgorza,3,3,G12
,42,,,louda,Druidas,3,3,G12
,42,,,Druidas,malgorza,3,3,G12
,42,,,Plazek,Hoffi1210,3,3,G12
,42,,,malgorza,Hoffi1210,5,1,G12
,42,,,louda,Hoffi1210,5,1,G12
,42,,,snoozle,bonxie,2,4,G13
,42,,,snoozle,Dominanz,3.5,2.5,G13
,42,,,sparrowhawk73,bonxie,3,3,G13
,42,,,sparrowhawk73,cruiskeen,6,0,G13
,42,,,fika monster,cruiskeen,4,2,G13
,42,,,snoozle,sparrowhawk73,4,2,G13
,42,,,fika monster,sparrowhawk73,6,0,G13
,42,,,bonxie,cruiskeen,3,3,G13
,42,,,snoozle,cruiskeen,3.5,2.5,G13
,42,,,Dominanz,bonxie,4,2,G13
,42,,,cruiskeen,Dominanz,1,5,G13
,42,,,Dominanz,fika monster,0,6,G13
,42,,,bonxie,fika monster,0,6,G13
,42,,,snoozle,fika monster,1,5,G13
,42,,,sparrowhawk73,Dominanz,4.5,1.5,G13
,42,,,arjunnagpal,ComoCake,1,5,H1
,42,,,catmom,jystringham,2,4,H1
,42,,,ComoCake,jystringham,2,4,H1
,42,,,jystringham,arjunnagpal,3,1,H1
,42,,,jystringham,arjunnagpal,2,0,H1
,42,,,catmom,ComoCake,5,1,H1
,42,,,catmom,gsusie1,4.5,1.5,H1
,42,,,catmom,arjunnagpal,5,1,H1
,42,,,jystringham,gsusie1,1,2,H1
,42,,,jystringham,gsusie1,2,1,H1
,42,,,ComoCake,gsusie1,2,1,H1
,42,,,arjunnagpal,gsusie1,4,2,H1
,42,,,ComoCake,gsusie1,2,1,H1
,42,,,lauram283,Kroupmastaflex,2,2,H2
,42,,,Kroupmastaflex,DefMike,3,0,H2
,42,,,lauram283,Kroupmastaflex,1,1,H2
,42,,,LunarLynx498,lauram283,3,1,H2
,42,,,Kroupmastaflex,LunarLynx498,5,1,H2
,42,,,lauram283,DefMike,2,1,H2
,42,,,Swoosh,Kroupmastaflex,5,1,H2
,42,,,lauram283,DefMike,1,2,H2
,42,,,Kroupmastaflex,DefMike,3,0,H2
,42,,,LunarLynx498,lauram283,2,0,H2
,42,,,Swoosh,lauram283,3,3,H2
,42,,,Kroupmastaflex,Manfredmouthbot,4,2,H2
,42,,,Manfredmouthbot,DefMike,2,1,H2
,42,,,DefMike,LunarLynx498,1,3,H2
,42,,,LunarLynx498,DefMike,2,0,H2
,42,,,lauram283,Manfredmouthbot,2.5,3.5,H2
,42,,,LunarLynx498,Manfredmouthbot,1,1,H2
,42,,,Swoosh,LunarLynx498,1,2,H2
,42,,,Manfredmouthbot,LunarLynx498,0,1,H2
,42,,,Manfredmouthbot,DefMike,2,1,H2
,42,,,Swoosh,DefMike,4.5,1.5,H2
,42,,,Swoosh,Manfredmouthbot,3,3,H2
,42,,,Manfredmouthbot,LunarLynx498,2,1,H2
,42,,,LunarLynx498,Swoosh,2,1,H2
,42,,,bradh333,Long Con,2,0,H3
,42,,,bradh333,Long Con,1,3,H3
,42,,,bradh333,bsweet,4,2,H3
,42,,,bradh333,ConundrumofEsoterica,3,3,H3
,42,,,ineffabilliken,ConundrumofEsoterica,4,2,H3
,42,,,Long Con,ineffabilliken,3,0,H3
,42,,,Dominion Beast,Long Con,5,1,H3
,42,,,Dominion Beast,bsweet,3,3,H3
,42,,,Long Con,ineffabilliken,2,1,H3
,42,,,Long Con,ConundrumofEsoterica,5,1,H3
,42,,,Long Con,bsweet,5,1,H3
,42,,,bradh333,ineffabilliken,5,1,H3
,42,,,ConundrumofEsoterica,Dominion Beast,4,2,H3
,42,,,bradh333,Dominion Beast,2,4,H3
,42,,,ConundrumofEsoterica,bsweet,1.5,4.5,H3
,42,,,ineffabilliken,Dominion Beast,4,2,H3
,42,,,bradchoosefi,YodWisdom,0,1,H4
,42,,,zk1,yodofrna,2,1,H4
,42,,,zk1,Scobud27,1,2,H4
,42,,,YodWisdom,Scobud27,1,1,H4
,42,,,Scobud27,YodWisdom,3,1,H4
,42,,,zk1,yodofrna,2,1,H4
,42,,,Scobud27,blakewain,1,0,H4
,42,,,zk1,bradchoosefi,1,1,H4
,42,,,zk1,YodWisdom,1,0,H4
,42,,,zk1,Scobud27,2.5,0.5,H4
,42,,,zk1,blakewain,4,2,H4
,42,,,zk1,bradchoosefi,1,3,H4
,42,,,zk1,YodWisdom,2,0,H4
,42,,,zk1,YodWisdom,2,1,H4
,42,,,Scobud27,yodofrna,5,1,H4
,42,,,bradchoosefi,yodofrna,1,2,H4
,42,,,bradchoosefi,YodWisdom,1,0,H4
,42,,,YodWisdom,blakewain,1,1,H4
,42,,,bradchoosefi,Scobud27,0,3,H4
,42,,,YodWisdom,blakewain,0,2,H4
,42,,,bradchoosefi,yodofrna,1,2,H4
,42,,,blakewain,yodofrna,4,2,H4
,42,,,Scobud27,blakewain,4,1,H4
,42,,,bradchoosefi,YodWisdom,3,1,H4
,42,,,bradchoosefi,blakewain,0,6,H4
,42,,,yodofrna,YodWisdom,3,0,H4
,42,,,bradchoosefi,Scobud27,2,1,H4
,42,,,yodofrna,YodWisdom,2,1,H4
,42,,,blakewain,YodWisdom,2,0,H4
,42,,,Chambeco,bz1,2,1,H5
,42,,,SaraCV,vmaria22,2,1,H5
,42,,,Chambeco,Kyle01,5,1,H5
,42,,,Chambeco,SaraCV,2,0,H5
,42,,,Kyle01,Cait2244,3,3,H5
,42,,,Kyle01,SaraCV,5,1,H5
,42,,,SaraCV,vmaria22,2,1,H5
,42,,,Chambeco,SaraCV,2,2,H5
,42,,,Kyle01,vmaria22,4,2,H5
,42,,,bz1,Kyle01,5,1,H5
,42,,,Cait2244,SaraCV,4,2,H5
,42,,,Chambeco,bz1,1,2,H5
,42,,,SaraCV,bz1,0,5,H5
,42,,,Cait2244,vmaria22,0,1,H5
,42,,,Cait2244,vmaria22,4,1,H5
,42,,,SaraCV,bz1,1,0,H5
,42,,,Chambeco,Cait2244,4,2,H5
,42,,,Chambeco,vmaria22,3,3,H5
,42,,,bz1,Cait2244,4.5,1.5,H5
,42,,,bz1,vmaria22,2,1,H5
,42,,,vmaria22,bz1,2,1,H5
,42,,,rla841,troth20,3.5,2.5,H6
,42,,,violaninja,troth20,4,2,H6
,42,,,rla841,Thertas,3,3,H6
,42,,,violaninja,mattmm,4.5,1.5,H6
,42,,,isiahw1,mattmm,4,2,H6
,42,,,mattmm,troth20,2,0,H6
,42,,,mattmm,troth20,1,1,H6
,42,,,isiahw1,troth20,2,2,H6
,42,,,mattmm,rla841,5.5,0.5,H6
,42,,,rla841,isiahw1,4.5,1.5,H6
,42,,,rla841,violaninja,0,6,H6
,42,,,Thertas,troth20,1,2,H6
,42,,,mattmm,troth20,1,1,H6
,42,,,isiahw1,troth20,1,1,H6
,42,,,violaninja,isiahw1,3,0,H6
,42,,,violaninja,isiahw1,3,0,H6
,42,,,mattmm,Thertas,3,0,H6
,42,,,violaninja,Thertas,3,3,H6
,42,,,mattmm,Thertas,2,1,H6
,42,,,isiahw1,Thertas,3,3,H6
,42,,,troth20,Thertas,2,1,H6
,42,,,farrmich,Elboy522,3,3,H7
,42,,,tattema,Elboy522,1,1,H7
,42,,,Elboy522,pacman1837,2,1,H7
,42,,,cfred,Elboy522,2,0,H7
,42,,,tattema,Elboy522,4,0,H7
,42,,,cfred,Elboy522,0,4,H7
,42,,,pacman1837,Elboy522,2,1,H7
,42,,,pacman1837,pacman1837,3,0,H7
,42,,,tattema,pacman1837,3,0,H7
,42,,,Smogilski,cfred,3,3,H7
,42,,,tattema,Smogilski,2,4,H7
,42,,,pacman1837,tattema,2,1,H7
,42,,,pacman1837,farrmich,2,1,H7
,42,,,cfred,farrmich,4,2,H7
,42,,,cfred,tattema,3,1,H7
,42,,,Elboy522,Smogilski,4,2,H7
,42,,,cfred,tattema,2,0,H7
,42,,,pacman1837,farrmich,2,1,H7
,42,,,farrmich,tattema,1,2,H7
,42,,,pacman1837,cfred,2,1,H7
,42,,,Smogilski,farrmich,5.5,0.5,H7
,42,,,tattema,farrmich,3,0,H7
,42,,,cfred,pacman1837,3,0,H7
,42,,,Smogilski,pacman1837,2,1,H7
,42,,,Smogilski,pacman1837,3,0,H7
,42,,,Baseball man,jrh150482,1,1,H8
,42,,,Baseball man,ger128,3,1,H8
,42,,,ger128,Baseball man,1,1,H8
,42,,,WesSpice,treyisajedi98,3,3,H8
,42,,,agreatnate,Baseball man,2,2,H8
,42,,,treyisajedi98,ger128,5,1,H8
,42,,,Baseball man,treyisajedi98,2,0,H8
,42,,,WesSpice,ger128,2,4,H8
,42,,,ger128,agreatnate,2,2,H8
,42,,,Baseball man,agreatnate,1,0,H8
,42,,,Baseball man,jrh150482,3,0,H8
,42,,,Baseball man,jrh150482,1,0,H8
,42,,,Baseball man,treyisajedi98,4,0,H8
,42,,,WesSpice,agreatnate,3,3,H8
,42,,,Baseball man,agreatnate,0,1,H8
,42,,,ger128,agreatnate,1,1,H8
,42,,,agreatnate,treyisajedi98,3,3,H8
,42,,,jrh150482,WesSpice,4.5,1.5,H8
,42,,,jrh150482,ger128,4,2,H8
,42,,,agreatnate,jrh150482,1,3,H8
,42,,,treyisajedi98,jrh150482,2,4,H8
,42,,,Baseball man,WesSpice,3,1,H8
,42,,,Baseball man,WesSpice,1,1,H8
,42,,,agreatnate,jrh150482,1.5,0.5,H8
,42,,,derpeon,CrystalMath,4.5,1.5,H9
,42,,,Donkey-Dude,FrYoungtrad,2,4,H9
,42,,,hgilfix,FrYoungtrad,4,2,H9
,42,,,FrYoungtrad,CrystalMath,5,1,H9
,42,,,CrystalMath,geokarlaw,2,4,H9
,42,,,CrystalMath,hgilfix,1,5,H9
,42,,,derpeon,FrYoungtrad,3.5,2.5,H9
,42,,,Donkey-Dude,CrystalMath,4,2,H9
,42,,,derpeon,Donkey-Dude,4,2,H9
,42,,,Donkey-Dude,hgilfix,5,1,H9
,42,,,FrYoungtrad,geokarlaw,2.5,3.5,H9
,42,,,hgilfix,derpeon,4,2,H9
,42,,,Donkey-Dude,geokarlaw,2.5,3.5,H9
,42,,,geokarlaw,derpeon,4,2,H9
,42,,,hgilfix,geokarlaw,2,4,H9
,42,,,MaoMaster51,mmtimko,3,3,H10
,42,,,ClumsyDragon,Cashus,4,1,H10
,42,,,MaoMaster51,Cashus,2,4,H10
,42,,,mmtimko,Cashus,4,0,H10
,42,,,MaoMaster51,Prismatic70,2,4,H10
,42,,,mmtimko,Prismatic70,1,5,H10
,42,,,mmtimko,Cashus,2,0,H10
,42,,,MaoMaster51,ClumsyDragon,3,3,H10
,42,,,Prismatic70,Cashus,2,4,H10
,42,,,MuensterCheese,ygo_pro,4,2,H11
,42,,,bubblovat,chalupco,3,3,H11
,42,,,MuensterCheese,youknowthisisgg666,4,2,H11
,42,,,bubblovat,ygo_pro,4,2,H11
,42,,,ygo_pro,chalupco,5,1,H11
,42,,,MuensterCheese,chalupco,2,1,H11
,42,,,youknowthisisgg666,bubblovat,3,3,H11
,42,,,MuensterCheese,chalupco,0,3,H11
,42,,,MuensterCheese,bubblovat,4.5,1.5,H11
,42,,,ygo_pro,youknowthisisgg666,4,2,H11
,42,,,youknowthisisgg666,chalupco,3.5,2.5,H11
,42,,,dendanskemand,AlexShapiro,1,1,H12
,42,,,AlexShapiro,dendanskemand,3.5,0.5,H12
,42,,,dendanskemand,hylian_marq,3,3,H12
,42,,,dendanskemand,schnaigs,0,1,H12
,42,,,AlexShapiro,hylian_marq,2,1,H12
,42,,,schnaigs,hylian_marq,2,2,H12
,42,,,schnaigs,rockitman,2,2,H12
,42,,,AlexShapiro,hylian_marq,1.5,0.5,H12
,42,,,schnaigs,hylian_marq,1,1,H12
,42,,,schnaigs,dendanskemand,1,1,H12
,42,,,schnaigs,dendanskemand,1.5,1.5,H12
,42,,,AlexShapiro,schnaigs,1,1,H12
,42,,,AlexShapiro,schnaigs,0.5,2.5,H12
,42,,,schnaigs,Whapperson,4,2,H12
,42,,,dendanskemand,Whapperson,5,1,H12
,42,,,schnaigs,rockitman,1,1,H12
,42,,,dendanskemand,rockitman,4,2,H12
,42,,,hylian_marq,rockitman,1,0,H12
,42,,,hylian_marq,rockitman,0,1,H12
,42,,,AlexShapiro,Whapperson,2,0,H12
,42,,,AlexShapiro,Whapperson,1.5,2.5,H12
,42,,,schnaigs,AlexShapiro,0,1,H12
,42,,,AlexShapiro,hylian_marq,0,1,H12
,42,,,hylian_marq,rockitman,2,2,H12
,42,,,AlexShapiro,rockitman,4,0,H12
,42,,,hylian_marq,Whapperson,3,3,H12
,42,,,AlexShapiro,rockitman,2,0,H12
,42,,,rockitman,Whapperson,4,2,H12
,42,,,Theman0613,trashpanda97,4,2,H13
,42,,,iBuildFences,ramyad,4,2,H13
,42,,,dfodavid,gregdlewis,3,3,H13
,42,,,iBuildFences,dfodavid,6,0,H13
,42,,,Theman0613,gregdlewis,2.5,3.5,H13
,42,,,Theman0613,iBuildFences,1,2,H13
,42,,,trashpanda97,gregdlewis,2,4,H13
,42,,,Theman0613,iBuildFences,3,0,H13
,42,,,ramyad,dfodavid,5,1,H13
,42,,,ramyad,trashpanda97,4,2,H13
,42,,,iBuildFences,trashpanda97,6,0,H13
,42,,,ramyad,Theman0613,2,2,H13
,42,,,trashpanda97,dfodavid,3,3,H13
,42,,,Theman0613,dfodavid,5,1,H13
,42,,,iBuildFences,gregdlewis,6,0,H13
,42,,,ramyad,Theman0613,1,1,H13
,42,,,ramyad,gregdlewis,1,2,H13
,42,,,ramyad,gregdlewis,0,3,H13
,42,,,Mackattack2,instock_item,3,1,H14
,42,,,Gledze,Darkwrath,4,2,H14
,42,,,Mackattack2,OddWaller,4,2,H14
,42,,,Gledze,OddWaller,3,1,H14
,42,,,Gledze,OddWaller,1,1,H14
,42,,,Mackattack2,zevisgreat,4,2,H14
,42,,,instock_item,Mackattack2,1,1,H14
,42,,,zevisgreat,Gledze,6,0,H14
,42,,,Gledze,Mackattack2,1,0,H14
,42,,,Gledze,Mackattack2,2,3,H14
,42,,,zevisgreat,OddWaller,4,2,H14
,42,,,Gledze,instock_item,4,2,H14
,42,,,instock_item,OddWaller,2,4,H14
,42,,,Mackattack2,Darkwrath,4,2,H14
,42,,,Darkwrath,OddWaller,5,1,H14
,42,,,zevisgreat,instock_item,3.5,2.5,H14
,42,,,instock_item,Darkwrath,1,3,H14
,42,,,Darkwrath,instock_item,2,0,H14
,42,,,Darkwrath,zevisgreat,4,0,H14
,42,,,Darkwrath,zevisgreat,2,0,H14
,42,,,DaveDude,lorderu,3,3,H15
,42,,,DaveDude,UNBR34K4BL3,1,2,H15
,42,,,DaveDude,tidothegreat,1,5,H15
,42,,,DaveDude,SamSmith2505,4,2,H15
,42,,,shortysax,SamSmith2505,3,0,H15
,42,,,shortysax,UNBR34K4BL3,2.5,1.5,H15
,42,,,lorderu,tidothegreat,4,2,H15
,42,,,SamSmith2505,shortysax,1,2,H15
,42,,,DaveDude,shortysax,3,3,H15
,42,,,lorderu,UNBR34K4BL3,2,0,H15
,42,,,DaveDude,UNBR34K4BL3,1,1,H15
,42,,,shortysax,lorderu,1,1,H15
,42,,,lorderu,UNBR34K4BL3,1,3,H15
,42,,,SamSmith2505,lorderu,2,2,H15
,42,,,lorderu,shortysax,1,0,H15
,42,,,DaveDude,UNBR34K4BL3,0,1,H15
,42,,,shortysax,UNBR34K4BL3,1,1,H15
,42,,,SamSmith2505,lorderu,1,1,H15
,42,,,lorderu,shortysax,1.5,0.5,H15
,42,,,lorderu,shortysax,1,0,H15
,42,,,shortysax,tidothegreat,3,3,H15
,42,,,tidothegreat,UNBR34K4BL3,4,2,H15
,42,,,tidothegreat,SamSmith2505,3.5,2.5,H15
,42,,,SamSmith2505,UNBR34K4BL3,3.5,2.5,H15
,42,,,UncleBoonmee,Shundijr,3,0,H16
,42,,,jarhill0,billchu13,3,3,H16
,42,,,mozviking,scarbu,4,2,H16
,42,,,Shundijr,Shundijr,2,1,H16
,42,,,UncleBoonmee,Shundijr,2,1,H16
,42,,,billchu13,mozviking,3,3,H16
,42,,,jarhill0,Shundijr,4,2,H16
,42,,,UncleBoonmee,scarbu,6,0,H16
,42,,,mozviking,Shundijr,3.5,0.5,H16
,42,,,Shundijr,mozviking,2,0,H16
,42,,,jarhill0,UncleBoonmee,1,5,H16
,42,,,billchu13,scarbu,3,3,H16
,42,,,UncleBoonmee,mozviking,4,2,H16
,42,,,jarhill0,scarbu,5,1,H16
,42,,,UncleBoonmee,billchu13,3,3,H16
,42,,,billchu13,Shundijr,2,1,H16
,42,,,jarhill0,mozviking,2,4,H16
,42,,,scarbu,Shundijr,5,1,H16
,42,,,billchu13,Shundijr,2,1,H16
,42,,,Dbloslim,gswang,0,3,H17
,42,,,yukkiboi,jennels,4,2,H17
,42,,,gswang,yukkiboi,4,2,H17
,42,,,gswang,jennels,3,3,H17
,42,,,Dbloslim,gswang,2,1,H17
,42,,,Dbloslim,yukkiboi,1,1,H17
,42,,,yukkiboi,Dbloslim,2,2,H17
,42,,,jennels,Dbloslim,1,1,H17
,42,,,jennels,Dbloslim,3,1,H17
,42,,,jtrupiano,michaelprints,3,3,H18
,42,,,jtrupiano,Steelers987,4,2,H18
,42,,,michaelprints,Steelers987,5,1,H18
,42,,,wfuller92,Steelers987,4,2,H18
,42,,,wfuller92,trollolol,3,1,H18
,42,,,wfuller92,michaelprints,4,2,H18
,42,,,jtrupiano,trollolol,6,0,H18
,42,,,wfuller92,trollolol,0,2,H18
,42,,,Steelers987,trollolol,4,2,H18
,42,,,jtrupiano,wfuller92,4,2,H18
,42,,,michaelprints,trollolol,3,3,H18
,42,,,Jev989,Branbles,2,1,H19
,42,,,Jev989,GrassWonder,2,1,H19
,42,,,Jev989,GrassWonder,2,1,H19
,42,,,Zodians,alunik,4,2,H19
,42,,,alunik,Jev989,3,3,H19
,42,,,Jev989,Branbles,2,1,H19
,42,,,GrassWonder,Branbles,4,2,H19
,42,,,Jev989,anirb1nag,0,2,H19
,42,,,GrassWonder,anirb1nag,2,0,H19
,42,,,GrassWonder,anirb1nag,2,0,H19
,42,,,Zodians,Jev989,4.5,1.5,H19
,42,,,GrassWonder,alunik,4,2,H19
,42,,,GrassWonder,anirb1nag,1,1,H19
,42,,,Jev989,anirb1nag,0.5,3.5,H19
,42,,,anirb1nag,Branbles,1,1,H19
,42,,,Zodians,anirb1nag,3,3,H19
,42,,,Branbles,anirb1nag,3,1,H19
,42,,,Zodians,Branbles,5.5,0.5,H19
,42,,,alunik,Branbles,4,1,H19
,42,,,alunik,anirb1nag,4,0,H19
,42,,,Zodians,GrassWonder,3,3,H19
,42,,,TheMooche,cyberlady,0,4,H20
,42,,,TheMooche,cyberlady,1.5,0.5,H20
,42,,,Lipo12,cyberlady,2.5,3.5,H20
,42,,,Lipo12,StavroX,2,4,H20
,42,,,Lipo12,Lukas567,1,5,H20
,42,,,Lukas567,cyberlady,2,4,H20
,42,,,cyberlady,eddwhite1,3,3,H20
,42,,,Lipo12,eddwhite1,3,3,H20
,42,,,cyberlady,StavroX,4,2,H20
,42,,,TheMooche,StavroX,5,1,H20
,42,,,Lipo12,TheMooche,1,5,H20
,42,,,Lukas567,TheMooche,4,2,H20
,42,,,Lukas567,StavroX,5,1,H20
,42,,,Lukas567,eddwhite1,5.5,0.5,H20
,42,,,TheMooche,eddwhite1,2,4,H20
,42,,,eddwhite1,StavroX,4,2,H20
,42,,,Fraethy,Mythrix,4,2,H21
,42,,,Thommyp,zonnestraal,5,1,H21
,42,,,pwu55,Fraethy,4,2,H21
,42,,,pwu55,sgraaf,1,1,H21
,42,,,zonnestraal,sgraaf,3.5,2.5,H21
,42,,,zonnestraal,Fraethy,0,6,H21
,42,,,Thommyp,Mythrix,5,1,H21
,42,,,zonnestraal,pwu55,1,5,H21
,42,,,zonnestraal,Mythrix,3,3,H21
,42,,,pwu55,Thommyp,2,2,H21
,42,,,pwu55,sgraaf,3,0,H21
,42,,,Thommyp,pwu55,2,0,H21
,42,,,pwu55,Mythrix,3,3,H21
,42,,,sgraaf,pwu55,1,0,H21
